main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Motor Speed (RPM)],secondary value [Motor Speed (RPM)],main value [Temperature],secondary value [Temperature],main value [Vibration (g)],secondary value [Vibration (g)],main value [Ambient Temp],secondary value [Ambient Temp ],main value [Humidity (%),secondary value [Humidity (%)
12,851,36,145,8,599,8,128,22,695,11,793,8,926
49,421,358,461,8,610,6,421,2,583,45,198,9,632
7,153,26,402,4,316,9,290,21,168,25,797,8,499
5,247,19,59,7,244,7,798,23,945,24,894,8,938
18,994,1,497,705,386,6,785,11,953,6,25,6,941
6,977,1,592,5,596,7,313,20,667,9,43,5,569
39,200,4,926,8,547,45,57,6,931,41,619,8,465
3,765,4,752,7,742,6,374,7,665,5,407,32,540
6,412,37,554,35,905,8,352,17,741,5,345,2,799
18,383,40,146,5,522,5,480,22,763,4,817,8,170
13,52,2,548,6,891,6,758,55,205,5,340,6,215
8,999,41,725,6,423,9,115,10,695,47,339,4,481
41,138,4,740,5,3,7,90,7,313,3,771,11,55
5,475,3,334,31,639,7,906,9,583,9,17,22,703
6,915,49,344,22,66,9,378,55,641,4,135,8,278
4,679,3,154,3,303,4,878,2,534,6,919,7,987
3,801,5,253,852,614,4,954,2,94,8,970,6,221
5,483,4,195,7,677,6,192,21,83,6,697,3,190
41,302,1,611,6,946,8,966,12,934,5,222,3,571
7,290,3,120,15,245,6,269,19,426,7,685,60,201
5,486,4,817,8,172,9,911,21,46,9,749,6,40
8,855,19,946,4,824,6,187,1,261,43,704,9,859
5,235,4,226,2,825,8,132,18,295,9,45,5,933
494,961,41,669,8,474,6,768,23,677,2,510,48,890
3,986,5,384,34,701,6,353,2,596,7,874,1,994
3,253,5,284,9,17,6,168,2,483,12,161,12,655
6,900,4,571,7,384,8,482,1,188,9,463,4,179
39,783,13,643,8,146,43,646,7,253,4,828,20,812
7,876,48,525,2,803,9,523,17,200,9,342,6,29
5,358,266,645,1,779,6,832,1,471,15,893,5,623
4,460,37,2,5,831,6,802,9,433,9,265,6,608
38,349,21,8,8,55,8,217,15,541,33,878,9,913
29,464,27,176,8,318,8,616,1,794,9,36,3,811
40,438,4,510,6,849,6,263,2,9,5,688,36,231
7,186,20,316,48,587,6,754,14,791,7,984,19,572
41,775,35,326,32,846,7,365,1,439,28,335,9,909
7,167,49,993,7,391,9,388,11,3,6,258,6,392
8,247,27,207,5,166,4,782,20,662,4,169,8,426
6,49,19,701,4,328,9,880,2,439,8,353,12,668
10,303,1,663,7,578,7,551,7,446,24,663,3,620
3,178,22,983,17,870,8,927,21,657,3,184,1,881
2,813,4,220,3,698,9,5,17,887,35,224,3,643
3,493,22,697,42,769,7,683,18,694,7,783,45,831
6,139,4,227,48,540,8,819,27,225,7,741,4,572
4,358,2,793,3,472,8,996,1,264,3,46,9,933
5,297,5,202,38,333,4,701,21,68,17,627,4,277
3,329,13,941,5,712,8,731,19,753,48,915,6,13
12,736,42,135,49,92,7,667,15,509,5,861,3,145
6,781,11,147,7,705,7,42,4,698,45,960,7,187
5,157,2,133,17,902,8,736,24,73,2,817,34,559
39,205,35,339,5,721,6,143,13,560,22,390,18,179
22,292,3,395,34,721,6,287,3,231,47,162,8,180
35,105,5,92,6,317,5,288,15,505,7,856,9,163
16,287,42,116,28,114,7,965,8,135,11,55,5,933
715,498,5,62,2,331,7,14,11,109,5,455,4,846
1,97,29,727,7,561,7,803,21,673,39,722,14,88
6,596,15,837,5,769,5,614,10,661,4,60,6,286
6,137,48,774,15,994,6,181,20,919,7,178,29,414
6,234,14,371,305,194,6,566,6,550,18,492,6,261
4,825,2,865,532,541,9,90,6,569,9,697,4,8
8,223,16,116,6,377,9,903,2,161,8,544,7,129
7,100,16,45,8,85,6,907,5,113,26,493,3,630
2,969,4,553,6,831,8,195,1,320,8,339,9,371
27,838,11,392,4,745,5,969,14,124,33,509,2,11
7,488,2,935,29,127,6,215,19,710,20,329,8,102
1,456,48,175,24,216,5,389,18,784,6,743,8,511
3,923,4,698,7,199,8,975,15,17,43,330,24,2
8,94,3,22,6,312,4,573,1,694,7,15,22,765
19,720,1,197,5,69,9,603,2,99,5,635,7,655
15,793,4,130,44,771,8,208,7,532,20,553,8,618
6,559,34,403,6,806,7,279,27,598,5,593,8,350
6,142,374,813,818,993,5,594,10,981,2,701,7,968
3,943,43,714,22,337,4,867,7,511,8,536,5,327
9,501,1,960,8,616,8,439,62,55,8,467,2,557
597,17,30,100,44,734,9,117,2,309,46,975,4,560
5,710,2,7,47,637,5,845,5,271,7,437,3,393
3,181,15,57,7,267,49,16,2,726,17,175,3,929
4,147,5,53,4,215,7,318,21,151,3,344,8,593
2,675,18,167,6,814,8,953,1,627,48,145,6,791
7,396,48,363,7,819,7,234,26,989,7,204,4,418
5,517,3,905,16,606,6,254,1,493,36,779,5,644
4,587,3,74,739,950,4,490,8,72,4,262,7,532
6,970,3,608,4,175,9,6,22,304,7,268,8,366
36,953,36,321,6,94,6,222,13,6,17,677,6,431
4,902,40,393,1,767,46,25,7,799,3,2,8,263
7,208,16,876,44,823,5,344,12,793,8,236,11,782
31,574,42,909,43,198,9,786,8,967,19,512,3,448
6,109,2,489,31,488,44,845,1,20,23,32,4,620
6,829,26,253,6,493,8,472,18,83,3,826,13,284
833,44,3,678,4,262,45,819,117,69,1,875,7,957
9,186,3,566,6,858,9,641,1,557,9,378,2,998
17,191,44,740,10,752,6,365,10,864,6,527,15,949
7,283,42,837,3,393,9,2,12,780,8,826,42,815
22,727,3,531,8,179,9,93,5,589,6,522,7,191
7,159,18,448,6,701,43,992,2,211,9,498,14,909
46,386,22,478,7,240,60,683,7,424,8,950,9,58
34,426,2,681,17,781,6,903,4,869,3,670,19,934
22,900,3,458,592,592,8,601,219,414,7,720,20,335
42,681,3,561,5,336,9,32,272,2,9,656,9,536
21,401,17,570,1,228,7,717,4,119,7,113,9,88
2,838,18,830,5,193,8,719,10,892,48,854,7,544
46,279,4,693,23,213,6,974,2,154,9,518,9,141
22,804,47,100,17,544,7,243,1,874,18,28,8,657
6,629,2,110,48,339,6,612,7,977,7,573,2,327
42,959,31,297,6,390,8,676,17,62,2,964,8,834
26,53,4,920,2,854,5,883,2,266,44,561,44,628
11,136,29,576,17,707,4,810,12,235,9,947,6,697
39,10,39,109,3,50,8,565,20,859,4,663,7,327
6,969,3,171,8,325,7,417,17,820,3,786,9,847
41,173,365,805,6,172,8,962,6,852,7,535,3,445
5,113,2,971,147,822,7,531,22,169,14,112,87,612
3,755,38,625,5,199,8,900,1,319,8,567,17,169
33,869,3,921,5,988,4,559,3,339,27,680,14,445
31,146,3,418,14,622,5,497,8,374,5,532,9,286
5,929,28,738,2,9,44,999,12,252,12,270,6,764
33,445,29,466,4,573,9,89,25,226,44,280,9,724
6,921,5,545,7,60,4,756,2,503,7,562,16,533
6,321,23,704,6,842,5,657,9,179,7,882,8,321
2,583,31,398,7,257,7,677,1,935,7,654,16,245
5,894,40,609,12,586,7,972,17,745,24,588,23,384
35,392,3,566,58,587,7,849,2,664,2,99,5,634
6,694,14,330,7,242,5,306,13,739,8,124,5,333
34,125,2,818,9,312,5,922,897,615,33,657,7,843
35,289,268,236,6,977,5,930,1,645,8,146,5,788
33,927,4,473,47,814,6,681,2,71,6,610,4,649
8,891,1,439,5,168,5,374,791,357,5,619,8,491
14,671,2,477,3,975,6,852,23,709,7,870,3,41
3,835,15,488,8,989,9,794,26,517,6,632,7,318
29,602,2,842,8,571,7,916,1,262,20,36,7,122
2,80,16,941,6,629,8,493,38,781,5,679,8,888
6,525,3,837,7,108,4,814,17,703,9,536,44,150
23,32,4,752,4,5,9,419,22,437,5,369,3,396
4,382,42,685,7,64,7,6,11,251,8,314,8,912
329,127,5,489,7,808,8,193,16,564,2,689,41,583
48,553,44,691,8,388,7,295,680,521,6,408,4,566
3,888,21,953,8,97,9,721,3,87,5,313,6,819
49,829,3,482,5,324,5,826,1,833,3,138,6,912
3,250,12,969,7,295,7,22,49,116,38,199,45,79
41,121,5,526,5,28,8,203,6,43,9,228,8,827
5,856,5,471,22,774,5,529,2,713,8,250,10,355
36,882,34,460,7,312,8,201,6,378,6,723,9,915
23,950,11,473,5,135,45,820,15,587,8,814,6,405
39,281,3,273,6,754,5,531,4,501,7,264,38,273
3,840,47,854,18,127,48,491,23,156,5,315,9,109
5,771,44,451,6,391,5,45,16,434,9,355,45,879
6,990,29,197,45,627,7,740,9,729,2,620,5,553
5,814,25,650,34,405,8,274,17,365,8,122,7,115
9,767,4,426,45,385,8,886,6,871,33,549,8,418
5,56,3,885,45,52,5,665,2,327,6,684,5,751
23,686,5,437,35,647,4,642,24,256,3,35,9,723
6,206,4,706,679,673,8,395,819,559,5,99,6,213
6,740,20,972,7,963,45,552,4,398,5,102,2,986
10,745,3,359,9,737,4,792,5,919,15,50,4,585
5,533,22,785,2,226,6,651,5,900,2,883,3,256
12,861,3,592,5,335,8,964,17,186,8,857,5,48
25,901,13,537,45,355,7,17,13,671,9,997,6,618
4,194,3,704,324,316,49,113,1,586,25,244,5,190
567,427,35,435,5,738,4,457,17,733,4,68,38,409
540,106,17,985,4,87,9,507,1,365,5,446,4,944
6,164,16,622,26,76,6,915,1,534,8,973,6,350
634,563,4,598,2,704,5,194,1,962,19,22,8,120
8,570,1,588,47,562,5,160,1,942,21,235,3,93
9,203,488,936,2,429,5,591,9,650,8,176,6,383
21,686,38,507,7,291,7,712,2,201,3,871,6,913
6,661,21,854,8,149,7,189,18,999,3,602,5,708
37,410,5,551,22,136,4,318,16,758,12,408,6,646
7,206,25,755,22,245,9,330,8,183,4,212,3,300
2,26,38,392,37,317,8,469,11,75,8,669,9,777
299,283,44,719,5,488,49,965,20,189,7,166,6,822
29,231,3,91,5,215,6,42,2,581,19,156,3,479
5,216,5,341,969,569,9,673,5,751,25,924,14,467
6,696,1,384,7,5,5,867,12,173,7,838,18,807
7,215,4,24,4,156,8,503,13,926,41,198,20,462
51,657,35,949,8,186,5,430,2,307,5,625,44,206
12,213,18,900,5,317,7,181,26,168,19,463,3,650
3,416,15,637,822,712,7,380,17,88,46,523,6,198
20,692,4,54,7,988,4,746,14,947,21,542,7,376
35,26,3,372,5,675,8,430,7,533,5,897,36,423
3,726,4,755,1,883,4,466,7,128,11,563,59,568
6,181,27,706,7,418,7,871,1,811,7,151,46,682
14,543,1,212,13,974,5,224,18,77,6,613,4,413
31,651,17,816,7,384,7,986,1,875,3,861,33,720
37,419,4,762,34,942,7,350,17,293,9,79,5,313
5,907,15,689,2,524,9,579,1,880,7,32,5,109
2,201,430,343,5,290,5,253,6,415,7,852,7,651
4,561,47,380,8,426,9,297,10,20,10,847,20,184
35,259,1,892,30,53,6,482,2,243,3,752,5,187
2,213,42,845,7,372,4,496,9,263,44,329,37,654
43,335,42,290,34,439,7,54,5,7,48,734,7,363
4,227,4,236,6,399,5,15,17,120,23,864,5,842
6,269,19,424,620,63,9,1,9,216,19,408,7,120
6,679,41,729,40,170,5,911,856,876,9,541,19,695
5,445,41,649,5,66,9,794,10,507,29,96,10,799
6,953,35,396,6,360,8,213,28,834,36,336,6,280
6,750,13,667,2,43,7,117,15,709,2,472,7,922
3,591,5,541,7,572,6,530,10,175,30,521,48,851
5,24,2,254,5,244,7,619,10,940,30,808,15,818
5,169,3,65,15,785,6,549,13,807,2,941,33,230
5,615,553,704,6,141,45,27,10,185,7,681,6,179
695,866,20,923,33,252,92,476,16,869,2,264,8,189
10,166,17,342,287,814,45,145,3,428,6,280,5,914
11,403,14,994,3,80,45,74,1,806,10,954,5,270
31,832,12,422,8,250,7,577,3,145,5,693,22,714
6,635,15,114,3,63,5,867,6,940,13,700,5,384
716,595,1,761,767,456,9,124,16,386,49,406,47,895
1,941,5,380,10,347,6,913,2,317,8,443,4,70
46,120,16,184,23,109,7,609,20,657,5,534,5,345
15,870,4,279,4,975,8,275,6,576,25,334,8,217
5,500,2,142,41,833,43,547,14,947,5,145,6,689
6,413,11,798,17,906,8,568,4,606,7,363,7,444
6,678,38,226,6,602,9,903,5,193,8,617,7,259
3,128,32,219,8,22,7,281,22,359,23,766,31,648
2,148,1,563,43,68,8,544,20,706,6,553,6,69
4,356,20,39,10,94,5,941,10,940,4,845,23,76
6,570,5,504,4,138,8,290,13,569,3,315,13,781
5,337,3,763,6,582,7,583,50,610,4,38,3,634
33,745,2,238,34,532,6,667,2,213,18,467,2,608
3,58,30,617,7,424,6,879,2,453,33,437,9,880
1,695,22,5,82,302,4,553,11,256,9,821,4,952
21,122,49,472,14,826,6,648,4,723,6,849,20,7
6,237,517,364,11,697,7,542,928,344,37,812,22,253
6,894,24,219,8,425,52,740,14,692,8,479,24,1
3,838,16,790,6,264,9,361,15,473,27,727,8,189
1,911,49,203,6,88,6,865,125,192,2,998,29,872
6,569,3,688,9,544,5,426,11,386,3,120,26,539
18,124,33,311,3,195,4,960,2,305,24,179,11,493
16,887,3,272,6,71,9,128,23,938,8,243,9,262
1,972,21,741,820,414,6,215,12,600,6,171,7,879
7,70,49,653,23,723,9,267,1,327,7,326,7,600
18,501,4,590,19,541,6,22,2,134,8,852,3,151
4,326,4,568,7,554,8,402,17,717,16,426,1,802
4,982,4,175,782,127,4,356,20,301,19,585,9,469
4,245,39,70,35,915,6,608,5,615,6,107,8,840
4,849,17,143,762,783,4,815,19,647,46,512,5,307
11,73,2,726,628,624,6,320,11,777,25,758,5,377
7,277,33,864,651,239,9,165,12,724,5,227,3,104
13,253,38,703,47,362,9,787,17,562,8,37,9,455
8,770,5,375,6,182,6,110,6,126,6,377,5,452
11,56,4,637,4,187,8,807,13,742,9,951,33,420
6,572,5,40,463,652,6,568,5,839,3,212,21,367
667,607,536,455,5,942,7,438,7,768,5,906,19,416
3,424,15,11,24,494,6,873,18,341,44,578,8,64
19,699,16,823,931,631,8,679,22,717,4,936,14,699
228,860,45,190,6,94,8,449,18,331,45,369,8,234
34,894,21,894,4,660,8,500,17,518,1,763,14,969
6,313,3,85,5,241,6,870,253,608,25,274,4,133
35,197,5,77,782,80,5,431,784,799,7,135,9,124
12,153,4,710,7,771,8,363,7,925,4,490,49,124
23,105,33,936,2,363,9,182,23,365,23,203,9,437
31,94,5,472,6,605,8,923,8,741,10,956,9,425
3,977,36,897,6,648,5,852,8,686,5,560,7,680
31,655,38,174,7,632,6,221,40,371,16,990,8,589
24,910,15,288,4,327,6,134,20,78,39,122,1,819
5,840,3,447,6,735,4,757,1,292,4,682,11,563
13,326,4,601,3,355,9,464,11,478,1,827,5,305
12,628,4,23,47,693,6,654,2,595,3,302,18,137
4,247,4,951,7,51,6,716,2,624,7,711,36,438
247,404,2,143,3,993,7,751,819,275,7,492,26,431
16,115,23,305,9,478,7,139,8,533,8,555,5,240
6,23,20,613,21,341,6,271,2,636,44,89,2,517
5,277,3,408,4,456,6,712,13,165,9,536,7,488
34,362,22,709,7,156,8,417,10,432,4,920,16,956
3,639,40,802,3,140,43,960,20,500,1,506,4,181
2,772,15,309,3,840,8,331,7,661,4,910,6,93
3,372,14,861,2,511,9,185,13,946,2,836,8,942
14,995,21,747,3,376,45,405,2,477,9,324,4,286
1,471,16,304,4,145,8,672,1,40,15,830,5,289
5,592,5,264,6,950,5,528,24,459,24,606,6,688
3,302,4,910,8,616,7,240,883,599,30,829,6,771
5,161,32,294,684,347,8,140,1,561,5,979,12,856
4,287,32,85,12,538,9,899,13,890,5,160,34,892
34,647,4,572,8,326,7,645,6,316,19,682,12,705
2,697,4,515,5,483,8,839,8,345,4,403,8,299
3,129,12,890,39,348,9,916,45,800,4,377,5,502
44,331,3,733,30,1,5,657,13,684,6,18,6,477
297,689,3,610,6,762,5,947,39,506,13,949,9,11
3,748,3,209,4,147,42,959,14,26,8,374,4,119
14,949,5,148,5,620,5,899,14,273,9,922,27,236
6,719,13,996,4,688,43,64,11,999,10,530,8,982
2,409,23,640,7,638,9,174,4,615,9,165,9,358
1,881,2,430,824,337,7,804,20,360,7,420,27,828
286,397,1,584,3,152,8,483,2,307,6,285,5,406
5,25,4,401,41,506,5,508,23,350,9,143,8,76
6,367,46,992,910,835,5,941,15,833,5,837,8,228
6,21,18,40,799,957,7,420,18,600,9,609,5,956
18,461,1,937,386,327,8,364,18,433,8,627,4,202
22,520,35,390,40,85,6,321,23,825,6,392,34,806
5,593,17,472,4,256,7,553,10,155,7,795,40,724
4,838,27,383,48,471,46,264,23,201,47,922,7,308
14,887,45,461,864,664,7,382,4,493,8,368,5,741
38,445,31,875,4,472,43,203,27,508,6,249,18,791
3,695,1,552,40,847,9,832,60,0,7,474,5,681
336,992,28,572,13,913,5,739,17,426,19,909,8,452
5,695,5,451,43,880,6,977,698,711,9,300,6,963
7,50,1,540,5,447,5,857,8,344,7,968,7,249
11,123,412,611,6,681,6,925,23,900,5,672,9,710
11,961,38,624,8,315,7,519,8,750,17,971,4,478
4,244,39,163,1,721,9,371,18,370,8,495,3,780
6,267,3,520,22,113,5,782,22,978,2,651,40,631
5,528,40,202,12,199,8,263,2,674,4,761,8,610
6,851,2,896,7,983,7,735,1,952,5,672,39,682
18,546,5,226,24,922,9,223,2,197,6,898,7,647
12,244,2,842,34,800,6,460,9,262,16,31,7,420
10,374,42,243,35,255,7,853,12,721,5,323,9,654
583,239,2,895,8,535,6,679,7,381,7,869,5,867
1,640,37,32,176,993,5,667,19,697,7,209,8,740
5,517,2,546,5,824,44,755,3,189,9,169,7,212
7,718,1,679,7,371,7,25,5,194,34,850,8,6
42,17,4,616,8,69,5,194,2,506,12,910,3,454
5,345,4,391,5,818,6,3,26,991,36,976,5,354
9,168,15,907,13,797,7,54,21,804,7,882,7,461
18,79,26,262,3,150,7,375,820,941,6,218,9,766
371,475,45,645,23,422,6,757,16,9,15,314,8,724
3,387,12,998,24,64,8,432,2,100,7,493,7,254
45,605,41,826,6,955,4,977,9,43,6,392,8,678
33,602,2,962,6,904,9,607,2,541,8,93,1,262
272,780,46,910,5,279,4,600,21,207,19,594,9,482
3,651,37,742,4,706,8,905,14,624,14,683,5,521
7,291,33,13,22,818,5,168,12,583,8,151,14,302
5,623,3,942,6,481,5,844,13,237,9,832,6,916
7,362,4,401,33,10,45,671,14,254,25,241,4,746
23,495,4,165,7,580,9,286,19,29,8,942,86,381
2,376,43,324,14,714,7,611,1,727,5,273,3,838
17,271,37,879,2,697,5,352,14,77,9,252,6,597
7,220,26,831,49,663,7,557,8,799,7,338,3,682
9,195,5,162,6,14,8,906,13,385,8,259,8,788
23,636,41,729,848,939,8,535,2,573,9,221,3,589
3,909,540,130,5,205,6,612,2,705,8,934,8,904
1,957,2,524,5,913,9,866,1,897,40,742,37,920
5,161,4,732,7,927,4,530,11,818,36,764,21,833
2,803,4,61,503,405,5,163,22,743,6,113,4,655
7,187,151,342,30,429,9,74,17,208,20,829,1,741
6,399,49,250,253,52,6,242,758,622,9,348,6,946
12,246,3,67,3,328,6,537,20,475,5,747,4,804
49,613,2,787,5,664,6,84,2,186,6,93,8,158
34,164,5,91,4,289,4,736,84,61,15,966,5,715
688,70,3,487,8,38,6,372,9,195,5,120,7,28
175,986,13,128,41,998,53,317,24,352,4,526,6,83
20,253,16,25,7,780,4,345,1,454,7,38,5,509
24,322,5,555,20,630,7,313,2,550,5,753,2,868
505,325,39,115,4,533,9,34,33,883,22,891,9,800
2,673,17,413,11,176,9,635,24,446,9,267,8,418
36,897,3,353,7,278,7,47,2,158,9,93,7,164
6,562,48,190,15,400,8,479,8,468,6,492,6,906
1,967,33,460,8,36,5,413,2,486,6,16,6,629
32,782,39,219,8,422,8,620,12,447,2,252,2,340
8,33,16,781,735,416,9,775,4,206,6,540,14,143
409,155,13,316,615,802,5,80,20,167,7,540,6,935
1,608,1,411,48,136,9,623,19,611,15,782,8,350
6,966,2,533,49,134,5,617,6,83,24,895,9,396
6,39,4,15,34,365,5,236,8,175,18,538,17,757
6,719,5,144,37,138,9,108,18,123,9,415,2,203
7,6,3,264,5,62,6,734,4,149,8,28,3,234
6,444,41,862,8,574,49,815,22,19,6,275,9,390
5,524,3,839,7,194,6,651,14,465,5,936,66,969
6,406,5,74,33,971,4,979,11,347,5,367,4,358
27,215,21,526,6,513,47,919,24,723,9,269,9,249
2,542,17,250,33,909,43,704,25,536,3,838,9,69
35,715,3,938,3,308,4,916,13,707,7,793,3,888
13,825,20,658,13,988,5,433,8,788,8,216,6,855
24,537,2,759,140,626,9,936,4,296,6,345,7,470
1,180,5,92,30,280,44,150,8,315,9,445,9,682
7,35,4,230,8,99,8,992,1,409,5,895,5,336
34,521,20,244,5,334,5,474,1,196,31,422,15,967
16,335,2,636,12,253,7,215,61,352,30,851,5,499
30,908,1,952,5,54,5,309,18,18,6,921,49,288
29,224,30,934,6,271,6,524,1,132,63,672,6,751
3,965,5,456,6,623,6,394,2,456,9,107,6,362
236,415,2,848,4,98,5,493,11,442,5,657,6,790
5,124,25,598,3,457,7,659,8,43,5,800,11,837
3,723,3,736,42,211,9,642,977,633,6,424,8,390
19,928,3,538,6,839,5,37,6,934,8,935,45,455
3,380,24,775,7,80,43,754,24,151,7,166,7,829
3,430,15,365,9,424,8,351,5,559,3,768,10,870
7,197,1,604,7,436,9,857,9,191,7,690,7,114
10,783,3,598,4,240,7,618,8,790,5,198,36,662
6,506,1,195,5,281,46,469,16,730,7,480,39,304
5,826,3,523,18,0,9,113,1,612,1,312,8,558
5,575,36,788,5,576,4,657,17,570,2,528,27,454
2,299,3,136,2,834,8,616,6,302,6,829,2,776
33,566,1,765,3,392,7,349,2,262,4,210,7,129
6,428,49,989,6,465,7,486,1,852,7,268,8,111
7,125,4,551,27,984,5,459,18,34,47,848,9,28
33,734,555,249,29,871,7,135,26,881,6,654,10,484
36,449,4,822,6,225,6,896,22,7,6,569,7,268
35,906,527,955,8,135,8,737,19,600,8,895,7,782
8,898,25,248,657,973,5,18,1,161,54,974,8,944
3,161,5,283,601,581,9,677,8,888,5,593,4,594
4,197,1,661,7,602,5,437,23,640,30,788,7,64
1,613,32,944,6,282,6,521,20,159,4,565,49,877
39,330,5,113,10,987,4,396,32,986,5,370,8,596
24,946,4,462,8,326,9,344,22,448,4,681,9,343
678,965,4,19,42,504,7,321,12,530,4,456,42,507
5,692,20,566,5,955,6,754,49,679,10,275,15,623
3,974,3,213,35,295,7,116,13,697,6,425,5,871
7,455,4,831,5,25,4,427,1,666,10,30,3,384
17,874,250,106,3,247,9,950,8,894,9,165,18,605
24,4,4,921,7,757,8,784,21,177,21,523,7,51
4,604,25,560,1,500,4,969,1,871,34,838,9,431
7,279,12,900,44,680,9,80,11,828,8,179,4,365
431,327,30,343,6,835,5,201,11,581,5,272,5,766
15,670,441,623,6,436,8,703,63,802,4,196,7,277
6,234,4,518,5,557,5,940,1,399,19,614,3,82
29,196,14,16,5,383,6,580,5,744,25,532,5,941
18,36,3,934,72,602,7,774,8,164,2,975,2,738
1,790,4,926,2,762,5,797,16,350,5,202,7,484
11,650,12,282,7,830,8,901,2,491,42,34,9,720
31,15,16,124,7,971,7,325,15,910,6,516,22,144
2,578,4,181,2,355,5,446,19,546,5,842,33,329
3,530,15,385,2,955,7,328,8,344,2,418,34,727
3,114,3,506,7,481,7,677,2,532,4,429,5,599
7,59,2,462,6,260,8,851,22,831,5,302,6,711
2,59,13,135,40,380,7,778,12,820,9,590,5,365
8,221,19,373,4,108,4,418,2,631,8,684,5,398
59,679,3,296,5,949,7,182,1,848,35,8,5,343
4,653,43,49,6,813,44,791,30,772,7,249,28,744
7,309,48,198,12,424,6,591,19,892,37,378,1,865
6,989,4,646,26,296,7,425,20,922,2,568,6,104
15,68,3,894,3,645,9,549,22,606,60,14,8,702
5,956,23,478,3,158,7,240,17,263,3,922,2,798
474,558,2,878,11,143,6,223,26,351,7,422,69,15
6,149,21,878,814,901,8,434,7,584,4,266,6,810
2,406,4,898,5,463,8,127,12,407,4,362,6,339
5,369,5,514,35,261,6,814,21,642,8,694,5,693
7,484,2,727,23,963,7,421,20,593,50,136,3,877
551,993,15,758,7,154,7,344,16,421,21,511,8,695
3,330,2,958,32,5,8,331,7,59,47,235,5,231
5,555,3,742,47,806,7,929,1,394,4,555,3,680
44,796,416,839,6,346,8,728,4,720,23,93,8,865
2,921,3,426,5,942,7,472,9,56,26,183,5,903
32,540,19,128,30,256,7,417,1,989,4,223,7,834
26,692,4,481,721,530,6,639,12,603,7,171,7,50
5,433,32,710,19,937,49,982,9,7,7,908,31,186
12,242,29,692,3,777,8,441,17,457,8,810,5,219
7,296,38,894,2,832,6,330,17,932,40,329,6,813
29,622,4,531,25,424,5,211,52,618,5,413,7,160
1,604,3,629,2,180,7,193,24,729,1,700,4,493
7,13,1,553,8,207,4,294,20,385,45,31,4,92
2,193,4,31,12,817,7,66,1,258,15,181,9,853
27,773,2,891,18,48,7,104,9,756,16,116,2,134
5,201,37,580,760,285,5,658,2,471,7,144,21,70
6,820,514,225,831,360,6,34,7,754,9,675,15,474
2,709,41,459,7,69,9,338,7,620,7,37,5,134
5,798,47,322,1,330,9,576,8,403,2,904,6,947
1,228,11,790,11,318,6,720,10,662,9,663,5,216
21,533,45,156,8,196,6,502,7,695,3,932,4,573
6,665,335,740,14,584,7,998,6,633,23,737,16,129
5,55,3,578,5,651,5,226,12,560,39,522,9,753
6,506,22,688,27,273,5,942,2,81,14,24,4,328
41,723,5,210,5,711,5,672,26,264,7,68,8,423
20,727,21,49,6,124,8,831,2,448,4,490,6,776
3,11,40,304,5,335,8,402,12,246,6,615,6,595
5,670,19,133,43,875,6,260,20,560,3,824,27,371
10,979,48,587,744,3,9,174,3,76,9,25,2,366
3,537,3,967,6,869,84,486,11,848,9,422,9,496
3,199,5,140,19,538,6,845,881,916,35,388,7,147
6,250,4,978,6,282,6,170,25,387,6,311,2,371
5,539,3,308,6,557,9,937,7,171,32,729,7,926
2,357,2,270,10,354,8,21,17,792,4,403,16,965
4,232,49,600,34,106,6,542,15,555,3,704,4,911
20,436,30,612,7,474,9,119,896,370,5,303,6,537
4,166,5,483,8,68,5,110,6,219,6,987,5,190
33,638,3,406,7,562,5,614,28,58,53,830,6,970
5,893,1,754,5,553,7,911,215,867,9,899,9,33
5,402,39,7,16,99,45,388,5,707,6,30,8,748
40,157,23,839,6,561,45,343,20,136,5,593,8,8
42,611,4,731,751,977,7,109,7,442,11,986,8,969
6,73,3,138,47,318,7,521,23,734,5,311,4,593
35,113,13,35,3,899,7,426,13,552,25,426,4,915
6,70,42,832,7,910,7,137,15,509,5,889,6,849
574,273,3,639,5,213,8,882,2,353,6,784,13,932
6,325,5,273,3,868,8,360,2,441,11,452,8,553
2,45,24,872,449,406,5,738,10,52,3,87,11,103
5,19,24,771,7,261,7,63,19,729,25,268,37,814
461,617,2,917,6,272,6,432,8,296,6,592,6,822
20,819,43,664,9,54,5,149,19,587,8,342,12,552
1,877,2,730,14,996,8,585,5,954,7,76,3,712
11,705,2,593,7,834,8,238,2,49,38,261,12,640
4,786,5,420,5,9,7,83,6,102,48,988,27,570
7,48,5,25,8,446,7,454,23,383,68,848,7,122
1,311,22,368,7,53,7,641,1,511,8,994,9,675
6,245,28,700,5,988,4,543,49,996,13,661,9,11
44,15,4,246,2,443,6,772,14,808,9,235,6,729
49,908,31,352,7,709,8,224,15,976,6,828,3,584
33,700,2,591,6,71,6,156,2,527,5,739,43,263
2,631,20,116,10,788,8,272,10,704,3,951,13,962
5,472,37,302,4,666,4,375,17,101,5,664,8,201
42,195,14,756,2,440,8,214,17,939,7,712,9,211
6,149,5,534,7,578,7,427,6,403,7,626,1,350
8,685,2,912,660,319,8,269,25,321,34,595,22,596
57,469,21,382,16,957,9,290,15,948,7,769,6,756
37,881,48,975,38,836,9,848,923,940,8,446,92,352
6,325,14,275,8,120,6,279,9,443,8,686,34,760
12,459,16,551,33,211,5,789,27,139,18,827,5,351
