main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Motor Speed (RPM)],secondary value [Motor Speed (RPM)],main value [Temperature],secondary value [Temperature],main value [Vibration (g)],secondary value [Vibration (g)],main value [Ambient Temp],secondary value [Ambient Temp ],main value [Humidity (%),secondary value [Humidity (%)
6,894,10,663,14,38,3,835,15,110,49,409,2,766
578,583,17,47,7,179,4,299,895,423,8,724,9,808
6,3,22,560,7,30,3,567,29,893,64,342,3,807
6,122,5,732,5,181,45,475,23,296,43,128,9,686
6,798,7,284,406,71,22,310,30,254,3,202,6,306
5,578,16,179,26,825,8,798,800,452,2,824,7,790
5,723,5,809,5,402,7,580,2,578,5,619,4,960
5,806,48,361,43,690,24,194,3,171,9,383,6,389
6,358,1,113,6,610,5,543,9,482,8,587,5,225
6,670,29,695,47,129,2,691,31,442,6,555,8,278
6,622,17,920,5,637,2,730,6,273,7,219,42,517
6,425,2,887,3,342,4,33,22,971,26,167,9,429
5,47,2,938,6,565,26,158,18,325,7,563,6,1
5,263,12,109,5,757,3,292,1,919,6,974,1,736
6,855,2,469,3,848,4,902,1,481,8,92,8,199
6,455,19,644,209,324,5,401,4,293,7,467,6,539
5,744,7,911,12,663,4,786,4,481,6,426,6,329
6,862,17,867,4,809,4,543,2,80,7,641,6,188
603,34,15,633,2,730,53,755,30,634,7,625,6,4
5,684,5,872,7,59,44,21,2,666,2,31,42,129
5,799,21,976,43,743,43,343,13,748,9,488,8,213
5,206,1,803,43,123,28,773,42,181,9,358,10,610
6,300,19,27,7,235,4,565,1,818,9,515,6,821
6,103,8,246,26,301,18,16,3,652,6,306,4,746
6,91,17,299,3,240,28,302,38,13,8,154,3,646
5,988,2,992,42,697,4,429,1,646,5,291,31,883
5,334,7,508,5,535,36,319,11,400,21,814,9,250
6,894,7,636,19,755,41,129,13,445,6,557,3,380
562,692,19,299,4,487,29,857,3,984,28,732,2,865
668,116,304,509,6,555,39,101,1,713,1,864,3,160
6,919,29,4,37,691,22,712,44,772,4,282,5,910
6,743,25,43,6,119,42,774,10,322,37,932,8,232
5,706,19,534,33,610,27,842,775,534,17,900,59,774
5,998,26,21,48,87,5,673,38,571,7,361,4,353
5,708,1,645,1,769,21,5,15,459,8,251,8,386
5,249,17,413,3,110,6,621,9,781,12,652,3,295
6,375,14,41,44,601,3,354,24,96,9,216,5,65
5,209,9,16,31,48,9,368,3,641,45,631,2,942
5,446,2,846,4,701,13,844,239,878,7,104,8,21
6,628,6,341,46,324,4,776,2,832,7,612,4,403
6,276,30,668,33,338,4,803,24,886,9,653,9,749
5,420,8,461,6,378,3,0,3,715,34,546,4,134
5,794,20,19,5,122,2,117,2,577,39,900,8,291
6,878,8,110,6,520,3,698,623,760,26,262,38,953
5,816,13,155,6,988,17,297,34,127,8,754,8,416
5,922,1,802,37,693,4,159,1,781,8,765,28,625
5,746,58,922,2,564,44,889,30,987,5,782,5,308
6,335,24,347,29,120,3,933,438,990,25,815,9,131
5,206,3,687,4,437,11,831,40,559,7,56,3,611
6,884,2,949,29,694,233,115,4,138,9,746,3,397
6,379,1,536,24,639,5,658,13,460,9,172,8,194
5,306,20,159,5,115,14,920,40,31,14,979,17,757
5,745,22,247,7,197,6,944,1,351,26,413,35,974
5,471,29,0,6,976,38,703,14,883,9,454,8,599
5,567,7,580,27,926,8,161,2,850,10,881,40,704
692,438,17,93,6,31,42,701,7,663,35,932,7,402
5,316,18,904,5,23,38,653,35,332,1,727,39,71
6,875,2,510,2,502,41,236,3,936,8,931,8,700
5,919,6,389,2,979,6,365,173,249,30,907,9,71
6,525,26,846,4,668,28,469,19,610,3,418,17,10
5,546,22,407,37,737,21,149,23,958,16,56,4,690
5,815,18,714,44,724,2,624,12,676,17,4,9,317
6,391,9,29,1,418,8,201,21,803,32,927,22,583
513,944,62,433,68,300,8,519,2,50,6,825,21,196
5,636,10,783,22,361,29,977,45,387,6,782,17,714
6,516,1,833,30,932,12,533,29,83,9,833,5,488
5,427,14,581,20,254,1,111,869,21,19,546,22,241
5,906,5,476,4,52,24,922,2,985,4,691,3,872
6,913,37,766,38,770,57,529,35,623,3,945,16,260
5,783,11,381,4,717,14,971,12,727,4,224,6,957
6,893,22,769,44,889,23,879,23,244,7,340,12,935
5,308,14,734,42,955,41,441,3,66,5,377,21,326
5,877,27,353,12,858,3,373,2,836,9,288,9,10
5,500,29,860,5,336,2,480,15,80,9,725,8,197
5,496,11,593,7,77,5,338,7,540,38,688,2,252
5,821,2,996,27,524,15,447,3,438,7,98,7,669
515,37,1,462,6,409,39,717,26,685,10,584,35,207
5,68,1,871,6,161,4,127,3,690,5,815,7,987
6,840,8,503,5,59,20,411,22,600,8,568,4,635
5,615,3,477,3,561,15,40,10,495,8,247,9,490
6,263,21,314,4,846,1,428,34,478,7,294,26,157
51,162,2,513,5,521,22,682,17,87,1,884,8,849
5,874,23,392,350,546,3,215,10,952,7,895,6,326
5,436,7,359,3,596,2,253,15,777,9,430,5,856
6,119,18,397,2,761,4,942,11,335,3,2,1,563
5,204,2,204,37,247,30,961,22,460,9,122,8,883
5,162,32,332,1,492,5,821,3,88,3,734,7,457
6,928,22,336,6,965,2,911,33,243,8,865,6,489
6,704,14,913,5,916,5,463,31,168,4,635,34,277
6,32,18,394,2,507,16,242,7,987,5,277,5,416
5,853,1,572,1,611,3,321,2,688,11,826,4,624
6,739,26,348,1,871,2,826,44,879,67,417,2,493
5,863,15,659,23,729,6,414,11,679,37,655,9,822
5,492,25,129,22,507,3,81,22,632,9,433,8,231
5,89,1,821,33,20,3,208,2,39,2,933,6,227
5,309,21,872,7,235,13,746,34,61,8,166,3,822
6,666,36,621,26,802,248,566,4,434,29,724,6,73
5,377,5,271,38,945,1,647,3,173,15,69,5,996
5,248,23,511,5,866,5,410,15,131,2,651,8,191
5,745,8,907,248,562,49,675,42,562,20,269,3,72
6,412,2,948,1,841,20,997,2,207,8,759,9,565
5,354,29,427,36,473,6,723,41,591,5,237,5,539
571,702,10,817,7,219,2,509,347,786,34,683,9,939
6,658,1,915,20,638,5,119,29,677,19,326,31,112
5,119,24,791,1,970,28,560,5,189,16,487,3,471
542,320,68,209,36,658,6,102,55,594,5,748,46,492
6,64,9,105,4,141,3,38,11,425,3,154,8,157
6,986,23,44,501,817,5,273,34,757,7,670,8,608
5,388,22,282,7,296,10,638,9,777,3,288,1,269
6,167,16,927,47,973,11,676,2,705,8,651,6,120
6,409,10,164,7,239,6,476,21,528,25,982,8,304
5,264,4,905,1,564,43,782,12,26,47,786,9,933
6,109,8,191,685,183,5,155,14,697,2,664,12,409
6,59,9,262,7,218,4,986,42,271,4,834,20,387
5,299,10,884,47,813,5,628,13,763,8,657,8,841
634,634,4,144,6,86,23,885,4,60,5,662,9,924
5,356,2,864,7,67,1,231,7,977,19,933,8,296
5,811,15,396,642,366,1,569,11,113,6,861,3,980
5,44,19,226,11,873,5,509,2,112,43,508,7,212
502,601,21,497,667,866,2,773,287,766,3,887,6,898
6,132,2,420,381,439,12,366,8,538,8,969,5,157
5,401,23,695,5,453,52,183,25,65,43,360,8,225
6,782,3,200,39,486,4,918,3,471,4,286,49,410
6,994,6,943,7,122,43,366,39,37,7,148,7,810
6,977,153,466,5,620,2,866,2,315,8,877,3,920
5,74,8,0,7,256,4,802,21,453,7,887,32,323
6,129,20,492,18,473,9,874,16,431,7,629,2,241
6,872,13,128,37,40,8,858,1,182,8,367,8,941
6,418,3,131,7,253,3,121,10,252,4,512,5,436
570,878,24,318,38,356,5,694,19,913,6,449,21,521
5,436,32,979,3,854,45,633,22,20,42,861,8,842
6,63,23,996,2,459,43,602,40,443,4,511,1,762
6,816,11,891,4,604,2,710,3,985,6,694,3,691
5,616,10,567,40,979,3,574,3,272,8,828,5,708
6,816,26,616,6,922,4,120,2,588,24,269,28,136
665,763,149,159,5,50,19,599,11,478,9,963,31,312
6,670,6,578,20,139,1,555,4,234,2,488,8,543
5,199,15,240,18,399,16,328,1,368,6,917,7,575
6,770,3,10,6,80,31,558,30,189,6,841,7,681
6,82,23,773,6,757,21,105,9,563,1,968,19,828
5,647,2,200,561,222,5,490,23,510,2,644,9,311
5,514,1,152,6,27,5,216,42,65,4,118,2,17
5,943,16,958,26,145,5,162,16,138,7,33,7,622
5,432,8,884,24,907,3,776,58,625,4,442,1,361
5,168,1,519,41,911,4,103,10,215,8,869,8,702
5,249,11,124,25,455,23,771,10,933,1,732,46,782
5,426,28,307,6,310,4,749,2,243,8,630,8,872
506,553,12,30,2,417,6,294,2,937,3,623,21,378
5,800,30,933,3,10,32,70,27,558,6,992,30,21
6,934,2,579,6,620,4,829,27,819,6,957,5,577
5,414,11,317,6,660,5,486,18,665,3,516,7,658
6,479,4,543,4,229,3,266,3,708,8,379,7,705
6,800,1,600,45,820,41,466,12,240,45,260,11,18
5,312,670,758,12,867,4,665,2,139,6,405,7,488
5,793,13,959,443,148,48,781,17,521,46,752,4,865
549,388,14,306,628,19,3,571,13,655,5,570,3,253
5,86,23,814,18,913,19,503,4,782,31,518,30,52
6,405,29,155,6,255,17,724,13,238,5,580,9,604
5,29,22,276,2,580,6,620,3,804,7,856,3,343
5,5,12,134,32,966,24,44,5,671,5,629,20,158
5,357,15,309,9,506,3,927,39,686,9,666,1,816
5,756,22,710,5,881,5,408,26,565,5,49,7,573
510,676,1,248,17,945,12,95,38,162,36,8,16,951
6,357,22,573,33,716,2,73,4,465,32,293,9,612
5,77,6,45,679,817,3,692,8,976,41,149,8,821
6,357,9,349,26,397,16,930,22,891,3,938,7,304
6,539,1,523,7,73,1,901,26,542,6,901,18,681
6,378,1,576,6,205,4,771,16,921,3,708,6,29
5,190,44,737,31,755,2,249,4,171,3,320,37,132
6,896,112,4,3,582,3,102,40,778,8,19,10,357
5,569,7,724,24,497,2,510,32,29,7,152,8,499
5,462,2,560,48,722,4,121,33,213,7,976,7,93
623,474,20,820,3,295,3,645,27,111,10,510,8,306
6,226,22,262,547,512,4,130,878,428,8,123,18,704
5,927,61,9,5,581,15,652,8,739,5,414,5,573
5,361,247,825,2,92,18,121,9,708,5,216,9,147
6,211,2,340,2,571,16,449,34,989,7,107,2,822
6,380,2,478,5,165,47,453,3,135,18,328,7,163
5,320,3,433,7,97,1,561,1,246,21,427,4,110
6,433,22,763,35,726,2,943,26,241,3,530,10,624
5,983,10,908,30,579,5,233,41,382,6,140,9,604
5,134,2,674,1,734,24,518,45,427,7,556,21,387
6,524,12,292,5,822,3,883,23,156,5,347,12,734
5,593,7,868,6,191,11,497,3,486,9,193,9,404
6,333,2,534,3,944,3,555,22,268,17,87,39,672
5,614,25,925,7,225,21,434,17,504,20,726,18,299
5,511,24,458,7,202,2,965,26,946,21,116,2,350
5,736,8,43,20,430,5,548,420,7,8,386,8,515
539,853,23,208,4,301,32,191,11,183,33,309,7,165
5,319,8,173,35,805,4,809,21,788,9,584,38,769
5,515,26,570,4,828,2,119,39,161,7,158,8,516
6,146,18,659,37,888,45,218,9,262,8,513,49,31
640,758,19,298,5,663,5,677,43,423,5,525,3,562
5,846,2,869,3,495,4,723,8,332,2,781,3,28
657,535,20,233,16,435,3,21,3,647,1,544,2,196
6,620,7,134,12,59,24,677,4,314,31,753,3,775
5,964,804,732,2,533,7,542,42,731,5,243,4,645
5,230,10,75,29,273,5,402,44,120,7,890,7,190
5,473,30,586,2,151,15,4,2,636,6,722,5,884
6,11,29,259,6,645,3,306,2,945,4,429,7,63
6,734,26,832,5,653,4,34,21,503,7,864,4,972
5,385,1,301,7,201,46,298,21,448,28,684,13,437
6,227,26,586,5,968,3,132,24,138,17,390,9,117
6,190,9,477,3,740,18,608,4,281,4,621,2,544
668,555,18,78,23,658,5,101,1,494,9,230,4,177
5,138,15,742,4,431,1,952,8,265,5,999,5,822
6,721,3,293,24,885,42,821,36,606,1,680,7,299
6,424,1,649,4,263,33,89,33,37,7,19,9,55
651,461,3,277,6,405,14,451,41,474,8,220,7,186
6,66,3,57,5,704,17,383,23,947,45,248,8,987
5,538,207,32,11,472,5,407,40,293,7,245,4,880
6,35,1,791,4,649,14,655,2,859,12,135,6,150
6,582,16,615,45,307,11,118,36,850,1,240,32,601
5,292,1,820,22,718,15,375,7,789,3,93,32,938
5,216,23,485,2,816,4,380,37,198,5,210,7,546
5,962,2,596,6,282,1,509,25,975,35,337,8,343
63,994,13,473,28,411,5,647,2,781,8,340,48,832
6,384,2,817,1,797,2,414,3,681,5,153,5,565
6,781,23,780,49,1,4,305,27,300,32,11,18,573
506,684,19,331,3,956,33,964,31,79,35,445,14,731
5,41,253,164,5,958,2,516,28,370,25,272,36,919
6,355,22,313,4,497,4,985,15,694,45,739,8,85
6,268,16,882,4,738,32,316,19,968,2,13,5,978
6,737,28,24,6,892,13,963,23,296,3,319,47,490
6,164,8,322,5,491,9,746,30,625,1,245,6,819
5,839,106,646,37,48,3,795,59,37,3,39,4,229
6,812,2,545,3,990,22,6,25,565,3,338,9,389
5,373,2,352,4,759,20,310,34,137,20,507,7,345
5,702,5,884,868,535,34,353,18,970,3,246,46,832
647,160,16,855,4,343,12,916,1,465,4,514,4,780
5,83,24,155,5,616,4,183,251,427,2,643,6,673
5,500,2,387,2,765,5,652,15,146,8,868,6,980
5,447,5,35,20,319,3,128,1,819,5,503,22,168
5,623,32,708,15,225,8,919,22,396,35,393,6,174
593,473,1,859,5,790,5,388,40,636,4,15,7,161
5,314,1,124,16,866,9,558,1,294,5,69,9,86
6,576,13,529,1,191,2,651,4,38,23,873,6,500
6,125,14,640,37,570,49,910,2,910,11,95,36,544
5,380,23,368,4,987,3,659,2,220,4,831,8,877
57,968,20,814,4,191,43,983,4,771,4,670,43,950
5,691,3,210,5,825,5,274,9,865,6,534,7,0
5,840,1,819,32,885,1,226,21,311,8,129,6,602
6,27,14,463,30,518,1,602,11,906,8,700,1,175
6,63,21,918,5,888,38,771,36,21,3,332,9,521
5,886,20,809,23,810,4,324,3,147,8,719,6,399
5,403,23,775,3,428,24,442,15,524,9,453,4,16
6,923,1,577,9,774,4,106,7,292,9,898,37,601
6,476,7,570,6,407,16,665,3,975,8,280,6,161
6,579,2,888,5,845,5,49,2,232,3,75,7,771
6,758,32,914,377,20,1,605,10,485,10,832,5,396
642,16,2,870,3,469,8,385,24,697,9,213,25,114
5,185,10,709,2,775,2,916,2,850,8,574,6,124
6,111,5,971,49,550,43,668,18,925,7,709,6,699
5,546,2,758,12,71,10,950,8,707,5,51,8,167
5,547,1,377,19,452,9,618,36,707,8,893,3,660
5,110,20,346,39,733,14,958,10,212,32,507,7,851
5,987,315,951,5,89,5,627,42,722,8,811,9,379
5,484,6,745,8,585,4,237,4,359,6,178,7,83
5,517,22,589,4,59,1,128,2,901,2,570,8,840
5,619,3,281,5,659,5,293,51,14,7,37,6,670
5,791,2,808,4,59,1,40,19,376,6,332,4,405
698,830,2,229,3,41,43,978,37,700,8,619,44,72
5,216,3,245,21,451,4,766,22,540,5,876,9,71
6,619,3,152,5,859,23,308,11,269,21,328,2,618
570,74,60,756,5,771,3,207,3,227,7,837,9,157
6,771,19,116,6,32,3,375,22,164,8,448,3,197
5,957,1,790,33,96,4,559,4,228,4,328,5,730
5,704,12,317,5,137,41,596,17,488,8,888,48,825
6,975,14,467,4,854,4,396,10,676,16,69,6,606
5,550,2,62,5,492,1,472,25,264,6,499,4,801
5,885,11,301,2,279,4,694,14,771,14,199,8,117
5,484,10,382,6,282,23,939,31,233,8,68,19,515
6,898,13,404,11,86,27,732,34,18,3,753,11,420
6,262,37,41,4,450,36,1,3,204,41,895,3,270
5,36,19,108,6,872,4,492,15,87,5,827,7,962
6,721,14,628,6,989,5,614,842,182,4,130,33,224
6,112,10,356,5,602,2,53,44,911,8,170,3,983
625,401,17,498,3,388,2,534,38,678,8,41,9,534
6,303,24,552,12,821,31,429,35,724,4,89,9,925
6,294,30,682,386,659,5,356,17,410,8,845,5,986
6,813,13,674,634,284,46,860,14,725,8,839,7,568
520,124,3,614,5,937,5,288,2,869,10,983,5,236
6,305,896,394,4,55,22,997,1,902,3,632,7,566
6,885,11,238,2,18,38,295,7,132,27,463,20,290
6,254,2,13,46,210,4,471,28,389,8,111,4,304
5,895,32,967,26,667,1,35,34,616,4,169,10,722
5,806,12,559,28,132,17,62,18,789,3,680,8,109
5,808,3,236,533,743,27,8,5,73,7,496,5,724
6,909,30,527,25,26,1,306,33,208,3,878,7,355
6,569,4,190,37,693,5,608,15,817,6,76,6,40
6,679,2,868,43,928,25,448,10,898,6,185,6,753
605,604,22,868,6,174,44,968,30,523,5,5,8,828
5,598,24,710,7,35,73,264,9,799,6,693,40,89
5,219,7,551,722,55,30,259,20,526,3,873,42,794
5,845,20,732,4,424,10,666,3,48,34,532,9,922
5,249,29,595,49,378,22,233,20,740,9,280,5,232
6,687,1,534,6,863,20,931,40,591,45,852,2,224
6,530,12,484,12,121,4,609,3,510,44,311,26,149
5,703,8,465,1,638,6,393,3,861,9,687,13,846
68,455,2,697,11,468,8,991,3,877,6,920,10,330
5,895,22,323,15,844,5,406,2,987,1,334,6,21
6,191,15,938,1,327,5,31,4,267,7,182,15,67
6,913,30,435,3,3,17,334,2,275,43,431,5,427
5,389,10,259,17,540,24,230,18,293,4,283,8,255
563,355,6,532,11,499,2,640,16,914,2,802,9,731
6,689,9,185,33,128,17,157,24,314,6,67,33,11
6,872,2,728,6,70,7,188,1,103,4,17,31,599
6,414,1,250,48,909,27,923,24,203,2,165,8,843
585,244,122,512,6,542,22,500,9,100,9,816,19,977
6,767,2,240,6,309,11,164,28,143,4,349,6,974
5,795,231,613,6,359,39,122,35,911,33,661,5,80
696,771,42,726,6,872,38,25,11,796,1,925,9,587
5,801,1,844,16,214,14,889,38,496,31,453,2,217
6,622,305,412,6,546,4,97,4,256,48,396,4,438
6,248,3,283,7,162,32,572,36,881,2,757,8,335
52,262,12,717,36,970,8,729,11,505,9,631,9,784
5,803,4,307,11,3,3,291,21,263,3,91,18,135
5,859,2,664,6,232,4,488,3,581,8,640,7,554
5,998,20,49,7,79,209,662,21,729,3,571,9,712
6,197,18,979,23,411,6,984,10,313,19,241,9,370
6,642,26,885,32,635,4,891,3,416,9,72,2,802
6,53,31,617,592,83,5,474,10,123,6,963,23,31
5,201,21,723,23,761,8,431,58,950,5,734,11,711
6,503,29,227,293,601,11,672,3,173,14,377,18,952
6,771,1,258,28,718,39,96,1,880,32,188,3,502
6,637,30,98,3,985,36,69,3,274,7,36,9,493
6,204,3,163,44,867,27,574,2,609,46,36,18,107
6,842,2,620,3,881,1,83,43,961,30,245,91,717
5,585,4,924,4,660,43,832,3,296,5,494,42,924
6,939,3,52,441,169,8,247,34,868,5,749,7,253
696,720,24,876,4,940,23,731,2,520,35,895,5,306
6,385,2,940,23,393,4,781,41,263,15,766,3,357
5,962,15,226,5,896,14,817,10,608,6,4,6,832
6,728,1,791,6,848,9,423,3,937,20,338,32,545
5,962,6,8,3,486,46,424,4,253,23,41,4,669
6,548,3,93,33,769,25,403,5,310,4,816,12,194
6,459,225,185,10,500,39,564,23,862,32,307,7,240
5,749,11,287,9,854,9,676,22,778,5,480,6,956
6,934,16,367,7,153,3,185,37,691,23,450,8,935
662,50,22,856,10,291,13,490,2,559,11,57,38,605
5,333,1,573,4,879,2,778,3,3,7,545,45,585
5,415,2,645,2,254,45,986,4,210,7,363,8,970
5,754,9,495,11,970,8,366,38,308,2,191,9,923
6,363,21,293,35,549,20,421,8,299,7,686,9,931
6,105,12,759,16,43,1,629,12,72,27,151,7,47
551,965,17,822,6,427,4,937,43,917,6,693,24,811
5,714,35,273,2,695,5,156,35,228,2,617,8,328
6,914,17,884,3,310,3,839,13,442,3,606,4,679
5,785,28,117,4,825,4,317,813,102,15,830,2,960
6,310,2,953,3,980,13,881,15,732,6,70,7,616
5,259,15,228,47,759,25,61,2,694,6,815,46,656
6,76,4,916,20,23,4,120,3,282,8,452,3,371
536,617,24,456,10,421,17,512,2,404,4,319,9,202
5,361,1,333,5,350,22,821,2,52,7,527,7,206
6,725,2,867,468,110,5,297,3,368,9,364,5,95
6,835,31,997,19,289,1,426,23,253,1,404,5,953
5,231,25,309,2,946,33,275,43,550,31,274,7,260
667,190,9,687,6,399,40,803,14,378,5,764,2,366
6,295,43,597,12,274,55,903,17,68,9,146,7,668
5,110,3,516,49,628,49,988,3,671,3,342,97,208
5,53,29,584,5,129,2,666,14,406,7,941,5,266
589,465,24,447,4,800,23,198,28,303,4,666,8,595
5,137,255,634,7,238,23,613,20,514,9,938,3,777
6,226,13,16,3,774,3,589,4,111,28,646,4,725
6,793,20,807,21,173,4,592,2,407,6,604,6,89
6,756,2,446,17,274,21,711,4,393,6,201,6,307
5,405,2,577,6,368,18,359,6,400,6,454,8,956
603,29,23,823,1,953,4,440,4,73,38,121,20,478
5,900,30,310,3,888,49,623,3,533,33,516,7,237
5,483,23,207,6,709,2,602,25,240,8,156,2,854
661,105,10,977,12,478,5,517,2,979,4,143,6,318
5,633,25,330,21,270,3,584,4,408,6,852,3,637
6,532,5,225,6,529,1,762,23,244,37,71,8,108
635,910,14,541,8,998,2,741,344,30,29,593,7,167
680,270,2,903,4,546,47,145,9,55,5,745,4,732
6,327,24,817,9,758,22,688,3,452,3,186,1,679
6,868,3,79,3,839,4,527,1,975,4,84,3,221
643,672,23,624,26,236,5,686,8,582,5,115,9,833
5,807,33,273,5,726,14,577,6,473,9,9,16,400
5,26,31,651,8,916,5,464,14,132,1,295,7,577
6,161,14,962,24,22,18,395,4,73,6,452,13,516
556,37,14,819,6,745,5,254,2,577,9,256,9,792
6,438,1,741,5,110,4,401,18,581,9,935,9,332
6,133,9,630,3,888,7,761,2,896,6,619,6,79
5,598,23,400,7,192,3,306,42,788,41,232,7,354
6,876,1,142,3,853,39,819,42,183,3,813,16,907
6,363,2,894,596,337,15,539,1,955,5,25,28,256
6,527,3,284,31,23,5,408,24,372,25,469,9,314
5,818,2,973,5,295,4,905,23,123,9,984,4,320
5,580,23,202,4,683,29,559,36,865,8,813,19,626
6,158,16,749,7,248,46,373,5,55,21,497,5,403
5,863,52,95,6,816,38,232,15,601,1,405,5,719
5,510,29,444,7,93,16,116,4,151,9,286,12,65
6,294,13,510,9,259,19,973,36,194,9,373,2,22
6,986,11,507,19,881,4,369,2,535,13,96,4,804
6,496,9,218,2,977,11,436,22,859,9,994,9,169
5,746,8,168,6,861,35,305,3,20,17,693,7,931
6,693,18,782,714,407,26,910,28,888,7,415,9,301
5,860,384,21,4,460,2,439,3,636,6,390,66,162
5,360,16,723,10,898,2,654,31,877,3,906,1,543
5,587,13,417,5,935,8,303,13,39,8,499,13,976
5,762,256,425,6,944,17,564,4,932,8,708,31,677
5,930,824,406,39,718,39,477,15,436,8,594,21,347
5,727,2,401,6,618,49,854,23,486,7,432,18,729
5,957,17,303,5,303,5,569,1,823,13,809,2,603
5,538,8,975,18,968,4,25,6,619,49,275,6,531
6,888,13,202,3,280,2,898,3,22,36,237,7,346
6,955,16,209,5,246,3,694,45,602,8,945,32,535
6,740,12,483,7,54,5,397,16,276,37,377,23,458
5,702,16,257,18,552,15,689,38,154,7,192,1,19
5,213,13,168,5,45,1,429,2,507,7,244,7,905
5,960,1,838,49,150,3,765,43,737,43,546,39,379
5,357,45,29,5,798,5,654,25,828,8,746,27,419
673,968,18,213,8,603,21,270,413,442,42,960,17,851
6,254,15,678,500,960,12,102,14,311,5,842,3,683
6,556,19,831,7,443,1,718,26,258,7,461,11,607
5,990,20,459,32,542,5,618,17,585,12,283,9,157
571,661,13,447,10,988,20,921,26,383,41,646,1,102
5,866,18,57,17,788,41,848,14,31,6,790,4,527
5,160,9,60,22,394,3,838,16,244,7,766,4,575
6,483,21,248,31,861,4,515,14,168,10,670,7,833
5,161,1,534,932,994,4,175,15,445,6,726,39,736
5,182,10,52,5,395,4,314,3,686,7,681,9,704
6,791,2,188,4,860,12,411,33,859,30,144,43,601
6,852,7,108,48,484,2,717,55,317,61,908,25,395
6,667,16,473,32,224,42,522,2,92,8,887,24,669
5,719,3,54,19,176,54,308,2,916,4,900,8,197
6,971,10,755,5,930,10,417,420,964,21,635,8,618
5,738,795,963,13,544,5,1,10,444,19,650,2,503
5,149,31,828,2,919,21,801,2,702,4,647,9,216
5,836,25,714,6,403,4,391,17,649,7,790,7,222
5,351,23,730,6,979,36,404,20,110,6,597,14,131
6,782,2,598,5,909,53,185,13,746,4,672,6,276
634,658,9,199,5,704,1,311,45,326,6,902,7,498
5,72,794,644,2,397,2,596,7,731,7,80,9,288
6,270,4,913,6,807,23,449,15,648,1,614,6,840
5,237,27,643,19,812,17,492,1,559,21,603,5,634
668,371,3,192,5,418,1,847,2,789,5,448,2,584
6,611,2,792,3,419,5,218,13,782,11,47,5,368
680,751,3,162,16,624,5,704,10,262,6,299,6,303
5,582,3,109,46,279,39,886,8,946,7,612,9,969
6,552,2,8,7,85,17,145,26,18,3,301,9,162
6,266,18,729,24,807,12,340,41,881,13,732,7,109
5,953,23,830,20,72,3,571,4,144,30,33,13,517
5,934,1,359,41,585,11,579,22,450,7,591,6,5
5,405,23,427,3,811,3,310,35,611,25,970,9,49
5,728,13,50,6,274,41,509,10,932,6,371,4,897
5,286,1,977,3,840,4,741,2,170,9,576,5,613
509,461,16,55,6,475,11,778,2,369,1,333,7,766
5,894,2,607,5,86,9,746,9,556,3,246,3,907
6,75,1,289,3,567,5,44,38,745,5,115,3,916
6,611,779,871,6,184,19,105,21,465,9,778,2,261
5,972,303,267,9,293,16,157,11,483,4,637,3,56
6,238,31,822,607,490,41,479,3,357,27,955,7,437
6,681,1,775,39,548,3,786,6,392,47,218,27,361
6,216,2,743,4,210,3,417,10,753,9,887,18,731
5,244,19,312,6,489,4,808,1,339,2,559,9,410
686,345,6,403,13,156,35,259,11,305,23,467,1,370
6,375,4,112,70,845,12,367,7,599,6,836,4,188
6,18,3,116,5,770,3,455,3,878,9,210,7,768
5,707,2,601,15,579,5,609,25,695,9,907,6,751
5,203,28,745,6,329,4,809,12,977,29,613,8,82
6,937,7,878,12,865,5,636,33,985,5,770,1,474
6,99,2,641,4,855,10,838,6,707,6,660,7,168
5,813,22,299,3,494,28,545,4,629,8,241,5,108
6,550,22,56,42,775,11,559,5,536,21,203,14,507
6,776,32,959,31,407,4,715,35,562,39,995,10,60
6,797,24,547,20,487,26,562,2,276,9,874,8,805
605,118,23,122,549,838,28,842,31,720,8,392,6,413
6,817,25,649,41,84,2,943,454,687,7,667,6,487
5,52,20,380,7,181,4,938,2,827,46,857,31,896
6,765,28,201,41,99,1,152,3,223,4,781,1,682
6,310,5,923,25,891,5,249,33,755,37,997,22,658
5,11,29,340,6,244,5,713,22,73,4,830,5,468
6,457,15,607,6,735,16,466,42,185,22,424,6,140
682,274,11,862,2,127,38,148,45,355,9,760,7,269
595,306,3,872,6,91,5,511,9,77,21,17,6,210
5,557,10,793,3,333,21,562,16,657,2,866,3,380
5,535,18,307,2,685,46,391,41,379,41,778,3,800
6,126,27,504,4,319,48,854,2,266,5,313,37,330
5,702,2,944,3,243,4,198,3,777,42,28,28,374
577,112,3,89,7,130,55,42,34,308,19,969,6,214
6,222,1,483,2,177,8,275,6,569,8,73,3,612
5,747,6,146,604,79,40,808,15,329,9,454,56,55
6,308,6,141,35,579,3,677,4,159,6,906,8,503
6,801,1,160,44,357,49,248,32,186,7,437,24,187
6,211,2,622,554,593,5,511,5,175,18,6,6,796
6,472,20,504,294,984,14,810,4,391,6,818,8,393
6,166,3,500,6,150,3,192,18,992,1,650,19,267
5,402,27,869,6,963,31,529,3,159,8,870,6,510
5,588,2,380,6,30,17,386,309,823,4,892,4,816
5,105,17,876,12,532,2,946,17,550,7,237,44,165
6,763,12,785,5,118,4,556,22,106,23,845,19,451
6,192,22,889,22,662,12,206,3,483,6,261,7,401
