main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Motor Speed (RPM)],secondary value [Motor Speed (RPM)],main value [Temperature],secondary value [Temperature],main value [Vibration (g)],secondary value [Vibration (g)],main value [Ambient Temp],secondary value [Ambient Temp ],main value [Humidity (%),secondary value [Humidity (%)
8,480,23,897,3,607,45,593,15,415,1,741,10,565
8,894,8,906,847,526,5,44,28,342,4,953,2,180
9,65,6,506,78,849,2,515,34,508,4,106,6,594
9,366,7,713,36,59,55,777,15,978,7,557,10,47
9,343,9,782,30,636,3,13,36,272,16,749,6,103
8,71,7,928,36,485,3,331,23,710,9,155,4,826
7,750,35,149,6,230,4,494,362,678,39,566,47,433
9,962,5,845,8,34,2,164,1,894,8,28,2,822
9,857,48,364,9,561,16,77,2,440,30,145,2,853
9,379,8,450,11,362,17,551,6,931,6,237,9,853
7,691,3,932,7,430,3,587,3,242,20,412,8,614
9,337,708,156,5,161,13,822,9,659,21,653,23,382
9,400,44,914,3,858,4,429,22,501,4,709,6,311
78,671,6,893,9,782,2,647,2,846,26,498,9,407
7,550,25,823,8,937,38,601,15,70,9,49,43,555
920,148,4,370,6,901,4,95,3,578,3,359,31,979
8,9,6,186,7,842,11,91,22,828,8,142,46,500
7,810,1,937,7,681,20,669,29,258,3,115,9,509
7,593,8,980,7,663,22,9,23,30,8,833,3,195
8,480,6,702,791,155,14,691,16,455,6,522,7,299
882,824,8,508,850,645,2,647,15,663,7,494,5,484
9,191,471,885,3,532,4,305,2,311,3,386,5,351
9,402,852,946,4,137,26,116,2,646,35,556,26,588
8,959,6,262,5,600,23,293,14,724,6,473,7,490
9,208,3,410,7,916,5,351,25,438,6,103,26,153
8,38,14,758,9,115,14,46,2,409,14,984,7,136
8,849,5,797,5,841,16,125,26,383,7,819,18,139
8,705,9,545,14,239,41,71,3,108,8,776,4,695
800,185,8,295,7,765,28,104,30,132,8,760,16,657
9,679,24,965,31,401,30,708,6,919,8,545,7,862
8,93,8,494,9,270,3,240,10,706,8,251,26,325
9,799,41,941,6,543,49,664,58,370,6,6,17,866
9,376,6,190,877,224,266,646,3,345,6,972,2,92
8,126,5,104,9,205,3,713,3,203,5,889,2,816
7,668,41,919,6,588,4,211,32,603,48,79,3,911
938,524,5,168,6,424,42,906,17,494,7,67,26,142
7,867,7,494,5,681,15,460,20,688,24,287,49,893
805,910,9,322,947,807,19,310,23,367,4,120,5,920
8,779,17,824,9,294,4,44,3,380,38,651,2,120
9,221,4,879,3,99,13,438,3,948,24,24,6,498
9,256,5,285,4,379,35,236,12,873,1,703,3,439
9,933,5,60,8,424,13,78,21,384,19,883,5,672
9,35,4,190,22,925,40,586,2,743,8,252,8,772
8,647,9,502,4,358,30,943,10,698,6,521,40,841
918,886,8,342,986,583,4,871,1,407,4,132,7,382
8,536,7,224,5,84,9,906,1,562,2,386,48,976
8,232,42,542,7,179,8,656,28,869,4,164,6,422
8,585,6,485,6,593,3,558,23,853,6,205,5,328
909,317,3,920,746,289,2,848,34,376,4,28,17,698
8,56,7,48,981,806,40,516,28,413,8,91,5,514
9,91,2,792,9,180,44,927,6,139,15,669,8,464
7,988,5,120,5,68,26,531,26,332,6,603,7,460
8,747,3,365,8,61,2,695,17,128,28,782,1,369
8,168,9,448,7,469,28,974,3,177,20,637,7,252
8,718,9,700,6,219,5,304,2,533,9,95,7,108
79,177,21,945,7,365,44,973,32,49,8,108,8,719
9,868,34,463,5,96,25,774,33,702,2,55,8,650
9,798,905,683,47,44,5,430,8,729,9,412,6,712
8,565,40,705,25,335,3,447,30,705,9,61,8,776
9,193,4,107,8,35,6,466,8,109,6,620,7,508
7,544,5,583,228,289,8,982,2,621,34,133,7,337
791,13,8,416,40,643,43,380,34,583,49,571,2,244
7,847,9,994,20,615,30,146,21,416,7,888,8,996
9,286,2,568,7,720,3,288,23,174,3,947,8,231
9,757,15,201,1,703,4,164,6,657,2,562,6,721
9,377,11,926,9,452,10,82,3,555,5,383,5,868
7,657,9,250,15,626,120,610,27,521,3,916,9,778
930,890,172,987,22,742,35,952,20,485,6,814,6,877
8,45,6,17,18,902,44,487,22,203,6,948,7,145
8,449,30,829,3,192,16,922,6,527,8,163,4,653
8,232,8,588,3,729,57,603,9,34,30,268,39,136
8,60,44,568,26,201,13,139,5,650,9,266,8,617
8,659,762,293,14,554,5,342,16,450,8,895,8,849
9,295,8,73,6,250,2,516,3,18,5,938,5,349
9,909,5,173,9,853,4,567,2,938,23,49,1,514
8,391,4,26,2,811,13,700,28,109,2,692,6,60
8,490,9,564,38,708,5,522,2,247,9,575,5,198
9,563,6,355,5,787,21,456,14,603,5,559,8,985
9,684,9,723,19,95,5,617,5,416,1,701,8,831
7,664,30,933,3,380,26,729,20,828,44,324,8,331
8,316,5,898,5,56,33,685,29,813,30,245,4,157
8,344,5,923,5,230,3,200,5,942,6,741,2,64
9,750,4,380,8,435,12,888,18,449,8,935,8,730
7,916,13,301,9,448,4,945,18,358,8,727,4,542
8,543,44,665,42,274,13,912,11,105,2,780,13,506
9,332,47,695,8,162,32,673,1,334,1,91,26,661
8,287,8,817,7,903,22,319,8,775,38,884,6,337
9,655,889,57,20,588,40,157,14,401,2,593,6,285
8,795,15,961,9,463,2,663,33,717,5,800,43,308
7,580,8,202,3,942,38,435,6,575,6,953,17,163
781,836,22,653,939,73,1,439,29,494,8,752,20,731
8,711,7,870,9,93,4,177,2,522,3,842,18,817
926,423,3,656,9,614,44,539,34,136,44,99,9,827
8,757,11,218,7,728,6,35,32,845,1,953,1,603
9,343,3,809,7,167,24,335,44,206,6,507,5,326
812,452,8,54,9,950,3,913,2,848,4,231,67,920
9,580,47,339,12,399,27,215,16,628,9,256,3,382
9,395,18,392,5,634,45,642,18,967,2,805,45,397
7,826,4,726,23,519,5,163,16,317,30,538,2,739
9,951,8,715,4,811,40,64,2,88,6,66,35,346
9,996,8,398,8,435,5,590,2,117,2,329,3,151
7,727,578,950,2,101,17,715,1,516,6,536,5,767
9,428,6,572,255,634,2,469,6,7,9,857,5,613
9,959,3,162,30,240,17,10,1,635,42,127,9,357
8,903,21,596,8,573,22,867,14,891,2,81,6,674
7,730,8,369,25,765,4,368,24,355,14,47,1,523
9,502,6,148,31,134,5,64,8,511,37,388,4,601
9,197,7,649,8,579,46,897,10,860,16,343,43,71
8,218,7,275,6,72,4,50,25,42,5,802,4,988
8,371,7,130,9,745,17,218,3,515,37,317,5,274
8,460,3,984,44,758,15,138,892,256,7,395,5,418
7,575,36,169,5,541,19,916,2,803,3,726,37,454
8,996,20,889,1,432,4,561,13,264,7,384,23,196
8,471,4,884,777,110,5,639,26,939,45,719,9,988
8,722,3,113,46,313,3,708,23,755,3,620,7,684
8,529,6,365,2,249,3,204,1,757,6,299,6,531
9,150,948,263,528,428,3,849,8,519,5,260,3,987
977,764,1,480,46,149,18,85,1,250,9,19,38,270
7,760,1,850,18,950,5,191,15,65,8,176,10,122
8,43,4,630,533,375,5,341,5,805,7,497,19,170
9,263,335,762,6,90,46,313,2,370,21,772,1,665
8,966,5,603,23,571,14,822,3,794,4,926,8,799
7,711,3,650,8,806,8,409,19,599,25,219,8,585
8,693,4,499,4,8,1,339,53,882,5,680,6,339
8,205,4,293,6,126,2,938,30,46,4,857,5,930
7,812,12,712,9,84,13,480,19,561,6,552,4,209
9,479,13,456,8,638,41,116,19,656,6,490,1,931
8,621,45,460,8,373,43,29,7,572,20,977,13,319
7,526,37,612,7,772,2,344,3,93,9,94,2,352
976,855,5,436,2,843,4,98,6,725,3,873,9,473
9,644,6,749,49,475,22,547,6,638,5,619,31,94
7,866,8,263,11,558,28,488,1,318,9,462,7,55
8,83,9,440,975,781,1,149,11,377,29,755,4,67
9,974,25,969,5,608,44,436,29,200,5,316,3,42
8,605,8,780,55,254,4,375,23,395,8,894,5,671
7,720,6,228,6,588,37,853,21,268,5,744,8,242
9,532,5,961,765,238,49,988,894,669,21,343,7,715
79,487,5,590,3,927,24,687,24,524,31,460,1,136
8,369,5,217,13,890,3,515,20,813,8,823,21,816
9,261,21,309,9,352,40,237,29,271,5,215,2,961
8,36,9,77,30,59,3,399,5,990,3,568,14,413
8,778,5,305,9,275,21,440,2,861,4,700,4,82
8,211,47,250,6,499,39,942,23,707,3,206,7,193
9,565,382,823,26,880,5,340,22,487,7,378,24,252
7,943,9,628,8,219,1,534,18,749,23,942,44,995
7,516,7,923,868,912,5,28,10,868,10,957,45,918
8,524,2,842,7,133,16,733,22,788,61,714,22,963
8,693,4,154,1,796,6,65,29,290,45,60,5,402
7,643,11,174,6,532,10,307,16,829,8,209,5,768
7,962,4,902,11,471,5,430,11,416,47,939,8,968
8,654,9,998,7,351,19,518,7,954,8,225,29,191
7,590,2,920,8,892,2,459,34,283,4,982,9,555
9,191,779,585,23,433,2,547,3,231,6,611,49,961
9,731,6,563,7,871,12,332,3,236,9,398,10,843
7,773,9,997,9,158,29,674,229,847,7,610,33,35
89,102,21,640,1,447,20,330,15,29,7,98,3,234
7,665,8,594,27,176,3,768,17,665,24,85,4,630
9,437,8,222,17,358,5,527,3,768,9,575,6,46
9,64,7,273,5,217,35,557,19,279,3,51,6,874
8,149,17,692,10,634,6,351,16,34,9,833,13,682
7,924,545,367,7,885,20,19,5,327,4,107,3,527
927,218,1,369,24,60,26,747,3,629,5,883,7,249
8,234,9,315,785,868,36,6,26,867,45,662,21,148
7,671,41,143,932,263,4,156,5,570,2,679,5,129
9,512,5,336,2,397,25,904,7,632,7,50,8,200
9,382,13,992,35,572,25,124,1,945,19,251,18,273
8,48,23,402,9,212,1,537,33,889,8,737,8,80
9,339,11,735,714,775,5,556,3,300,2,97,8,121
9,472,8,768,7,531,18,804,12,963,6,522,28,875
9,504,585,737,48,952,3,907,3,174,9,565,24,951
813,620,6,949,6,847,3,366,19,310,4,173,5,556
8,850,17,783,9,657,6,500,2,102,20,416,70,459
8,235,9,867,16,574,1,501,2,507,5,930,7,59
9,986,2,886,3,664,10,397,12,915,7,138,47,92
9,981,11,185,6,782,4,58,1,703,5,818,4,760
7,774,1,598,4,584,34,505,28,37,14,161,5,887
8,148,3,71,8,527,11,680,15,766,4,998,10,111
9,500,3,142,5,504,4,977,24,429,5,753,7,894
7,559,3,462,6,461,5,166,20,508,8,149,3,227
7,960,2,16,40,35,24,464,18,129,8,337,5,845
810,441,5,751,9,515,20,710,8,404,9,176,9,151
812,909,6,411,9,226,1,444,6,146,21,823,18,357
7,895,7,721,9,470,1,726,20,454,7,622,5,161
7,952,706,330,9,126,36,215,19,789,38,131,5,620
8,934,6,251,34,479,5,152,16,957,9,353,8,877
8,522,35,891,5,126,12,361,2,842,12,685,25,703
7,640,3,156,5,789,39,487,13,811,9,45,2,526
9,371,16,310,8,510,4,123,32,843,10,679,8,940
8,204,3,229,7,918,11,458,29,878,18,596,12,731
9,822,7,355,9,711,12,708,16,417,9,319,5,22
7,716,9,563,7,636,3,462,33,284,7,637,4,752
8,487,5,667,5,999,2,982,20,429,6,422,8,587
9,579,6,461,3,659,4,582,22,102,20,842,1,14
7,994,7,40,535,528,29,506,20,92,8,537,41,459
8,85,12,178,22,380,29,460,3,540,37,752,5,205
7,828,9,909,26,766,4,145,8,553,1,166,2,982
866,665,6,894,5,243,4,32,2,816,5,645,6,306
9,19,42,901,48,272,3,715,3,90,23,715,5,930
8,14,8,494,25,804,13,915,2,47,6,801,4,562
7,763,9,194,11,453,20,236,20,96,4,325,36,530
8,771,40,670,3,817,3,203,10,476,31,654,5,24
8,248,8,113,34,910,18,915,33,348,7,585,24,614
8,325,46,433,13,911,11,537,7,87,34,125,5,514
7,830,5,707,45,443,4,707,3,3,13,151,17,119
9,59,3,99,26,140,3,4,3,597,4,659,5,693
7,811,8,861,3,204,39,454,24,644,7,522,7,96
9,51,4,431,34,273,26,557,35,54,6,575,4,762
8,127,7,12,25,954,3,358,2,127,9,671,13,593
8,593,7,561,47,172,18,391,12,349,44,434,3,170
7,878,5,473,4,166,8,480,276,453,28,810,13,386
860,624,8,181,29,187,1,822,25,559,4,856,9,191
7,711,5,204,7,142,4,927,6,965,4,714,6,237
7,678,4,823,2,611,37,278,11,909,8,189,7,644
8,549,20,514,4,525,26,127,910,988,29,685,6,845
7,759,8,709,3,412,2,495,2,14,7,288,9,649
7,824,17,554,9,452,4,369,3,154,24,875,8,714
7,583,8,890,8,90,7,784,13,99,8,265,7,613
8,218,5,96,6,615,5,662,19,150,6,695,9,161
8,261,6,599,9,8,21,937,21,76,21,460,9,713
7,607,7,427,6,74,4,909,22,740,2,670,19,533
8,507,5,560,42,658,41,689,2,10,3,810,9,712
9,770,8,691,876,762,44,131,1,594,5,326,6,740
8,989,19,864,7,245,4,797,2,917,12,233,4,527
8,127,5,504,8,919,20,226,7,81,15,68,7,71
8,946,5,719,7,48,43,175,24,778,5,642,9,551
9,781,168,766,7,846,20,642,20,277,4,307,9,121
8,684,9,720,5,943,28,868,28,592,6,417,32,914
8,958,12,140,9,906,10,934,7,642,9,157,6,237
8,83,3,823,9,176,32,682,9,199,9,774,4,11
7,667,7,313,6,337,3,196,11,290,6,429,3,797
9,542,2,697,4,645,32,45,24,759,8,504,4,523
8,196,22,781,43,185,6,494,3,214,3,685,12,233
9,305,5,670,3,748,22,199,21,927,5,770,2,414
9,962,8,790,5,514,27,947,1,804,3,784,18,842
7,965,22,698,3,881,11,199,2,934,2,290,8,505
9,305,26,469,9,900,27,900,1,596,7,855,18,88
9,25,48,0,8,716,5,363,14,224,8,417,17,252
8,337,7,958,4,675,28,903,22,910,6,269,1,941
9,766,3,597,8,936,3,482,20,847,4,868,49,148
9,970,7,61,6,636,21,392,48,440,8,651,9,484
7,880,2,1,8,481,15,796,32,378,49,755,26,599
7,628,8,82,9,487,25,930,9,175,5,661,5,845
8,830,27,845,4,103,3,874,218,370,42,382,6,227
8,929,3,762,5,782,4,727,29,337,32,927,7,576
9,806,2,566,15,692,6,985,21,912,8,76,7,540
8,653,9,397,1,701,2,441,1,586,6,653,6,499
9,824,3,792,10,146,5,42,270,450,8,945,7,798
9,227,45,77,1,711,3,779,297,401,3,32,8,577
9,709,709,956,8,971,3,27,38,752,29,644,7,700
9,788,8,412,6,78,7,228,24,856,7,853,11,148
825,208,23,167,33,102,38,346,10,943,8,388,6,73
866,325,8,866,7,379,15,142,2,770,15,676,19,534
7,688,4,907,13,645,11,880,12,551,1,138,7,548
904,861,3,394,13,513,2,916,19,343,9,744,48,562
8,67,19,715,6,867,23,157,28,334,7,545,6,585
8,749,9,416,5,233,30,934,1,561,46,470,9,245
9,569,2,632,3,673,29,537,98,872,6,594,38,87
8,6,30,119,5,183,38,959,34,511,28,427,8,701
7,522,2,950,29,408,5,558,23,808,23,910,6,371
8,415,7,507,7,407,4,418,2,447,44,345,6,782
794,173,35,199,7,893,4,213,18,986,3,575,12,607
9,880,793,76,695,498,3,421,7,672,9,736,2,943
98,688,29,909,3,880,5,482,31,682,20,585,9,36
8,320,5,293,8,636,10,646,3,182,4,662,6,177
7,987,8,927,6,966,14,41,1,166,6,329,7,733
863,39,7,887,7,740,41,636,44,419,4,258,48,910
7,589,23,233,5,34,2,324,5,304,5,741,22,711
8,651,6,426,26,38,12,3,255,145,7,736,6,370
8,552,7,134,9,572,11,548,24,785,6,985,8,628
8,975,5,548,5,148,3,267,12,107,8,319,8,816
8,189,7,899,17,913,6,163,9,410,44,458,15,631
810,546,6,476,387,711,26,718,1,43,38,782,22,204
7,778,1,764,7,625,3,580,24,535,3,723,9,329
9,584,6,642,44,762,2,451,776,281,3,649,6,714
9,190,6,185,6,961,5,150,5,167,7,298,4,117
8,581,39,528,7,138,19,863,24,140,4,786,6,646
8,2,45,215,29,499,34,829,7,961,18,793,8,162
9,352,4,643,3,266,21,82,16,795,7,478,12,175
9,109,9,412,7,943,28,704,2,743,9,976,7,351
8,259,7,969,4,524,17,444,2,697,7,804,1,670
9,297,11,935,8,984,23,632,10,465,6,743,3,638
7,575,365,661,4,431,21,916,19,368,8,559,29,742
8,597,14,573,27,626,19,410,9,468,6,172,26,331
838,893,9,93,22,129,2,65,12,245,9,305,8,127
9,628,7,311,10,420,11,239,2,996,3,235,6,776
9,110,6,696,6,128,3,722,25,237,9,774,6,764
835,656,471,170,39,268,5,547,21,584,8,747,16,668
8,894,3,492,807,905,30,906,13,973,8,258,5,831
842,297,9,398,8,923,24,466,1,222,49,682,7,138
8,46,2,500,86,266,37,17,7,921,2,874,6,141
9,383,6,626,6,986,17,796,53,512,7,82,40,574
9,62,7,115,31,251,1,516,24,329,6,921,2,869
836,227,79,595,6,392,3,81,17,84,16,848,5,243
7,926,45,725,46,731,19,323,1,26,5,194,36,810
9,612,6,237,23,298,48,120,21,151,8,0,21,385
9,557,6,523,23,678,24,683,9,186,3,420,6,302
9,818,15,753,4,358,5,621,2,266,6,167,1,240
827,984,7,294,7,940,57,241,3,369,6,506,6,875
9,19,8,710,3,834,1,228,24,223,33,974,8,624
7,830,7,284,9,512,15,365,6,548,6,581,7,123
9,966,6,728,991,391,48,932,10,532,6,697,3,330
8,770,2,810,464,818,24,722,28,739,6,23,10,726
9,917,15,489,17,522,5,262,14,918,6,232,1,161
9,591,951,476,6,995,25,644,36,5,8,837,2,685
8,819,11,978,7,330,29,64,15,934,4,250,4,733
8,733,38,78,39,435,4,441,44,617,1,321,8,581
9,341,39,12,3,212,1,875,22,384,2,289,7,67
9,73,8,329,30,125,3,463,30,735,2,340,7,569
8,367,6,482,829,168,5,649,30,984,6,515,2,577
9,626,9,587,9,173,23,362,15,957,6,254,30,294
7,599,7,422,8,719,7,72,20,271,51,794,7,364
9,952,3,3,7,812,2,739,34,630,9,813,6,659
766,835,2,258,39,456,3,438,17,804,5,861,37,893
9,154,5,742,47,123,2,161,34,967,9,545,9,704
923,181,9,727,903,94,4,724,32,896,6,380,4,995
924,380,48,279,7,226,27,976,12,400,6,278,44,969
9,975,3,473,6,165,24,715,356,870,5,374,9,196
760,722,46,43,14,229,46,470,18,516,6,976,4,836
7,596,27,274,6,15,2,267,23,427,5,208,7,926
9,835,5,602,5,615,19,714,19,737,8,11,8,646
8,150,5,498,12,284,18,120,3,518,9,714,7,491
9,742,4,312,8,691,6,531,31,127,8,835,8,108
9,600,7,824,18,58,4,660,30,980,21,573,2,930
8,572,8,84,6,200,5,355,6,375,11,766,4,37
9,127,9,111,18,207,41,132,15,531,46,260,8,645
8,312,9,883,2,819,14,273,2,709,4,789,6,754
7,850,8,796,3,709,59,568,2,294,34,197,5,431
955,694,14,605,3,620,39,868,1,884,7,792,16,716
7,889,9,128,23,684,4,604,9,65,40,566,5,727
7,711,678,417,1,528,2,602,3,558,9,10,8,725
8,893,4,74,23,930,7,517,3,591,20,566,8,27
9,166,5,603,4,985,21,710,14,616,6,747,41,731
8,55,5,781,31,895,13,38,2,872,2,856,17,174
9,185,723,53,1,943,1,679,3,332,13,552,8,73
8,776,4,538,17,830,3,728,3,729,8,714,18,658
8,25,6,320,5,43,44,570,31,624,36,788,6,292
8,405,47,653,8,974,2,831,1,250,44,769,8,557
8,382,9,990,10,833,37,155,16,570,11,636,2,271
9,158,7,475,5,714,19,242,3,94,4,18,7,341
7,734,12,975,5,753,14,561,2,508,9,165,5,797
8,459,68,213,24,961,37,821,22,923,4,60,46,613
9,946,5,276,2,526,20,514,2,863,2,805,4,309
7,695,6,417,5,647,3,269,3,185,5,212,7,165
8,692,32,379,9,874,30,922,2,857,8,938,7,930
7,721,6,940,9,173,4,578,2,506,26,11,36,668
9,322,706,360,9,752,18,472,7,812,5,803,7,525
9,441,6,296,5,756,4,620,3,134,9,620,6,908
8,325,12,884,9,311,3,494,5,907,4,628,36,757
8,72,5,133,450,505,4,55,1,720,6,692,6,920
9,756,9,708,32,665,8,736,1,269,6,447,6,643
8,368,23,413,9,168,34,638,2,659,14,319,8,535
8,61,32,229,2,23,9,311,4,567,42,266,5,568
9,62,9,315,4,106,40,959,18,762,6,991,2,283
8,146,5,535,978,930,5,473,3,107,4,904,35,235
9,513,5,782,14,994,11,695,1,700,8,125,5,368
8,312,6,700,5,159,11,745,1,412,28,41,9,849
86,865,9,13,617,566,5,120,3,536,8,880,5,485
7,782,4,811,6,228,1,341,296,247,8,858,6,31
913,563,24,643,3,551,18,565,35,211,6,50,9,512
8,279,44,808,16,595,8,499,33,164,6,586,20,235
9,915,1,855,5,85,39,675,9,301,38,397,16,52
9,222,7,934,5,245,2,880,19,359,1,303,27,758
8,328,3,631,3,394,13,268,2,626,5,976,7,149
8,81,20,514,10,400,5,270,14,51,5,362,17,374
9,59,4,547,15,998,5,694,17,250,5,9,9,544
9,365,1,715,9,759,21,80,13,70,42,178,14,937
7,733,26,48,9,675,5,673,2,261,30,743,7,641
8,616,27,669,5,882,4,963,4,560,38,639,7,755
842,205,8,614,6,767,18,512,10,560,14,647,5,121
9,107,7,962,6,318,17,862,17,253,28,432,5,164
8,203,1,713,9,788,5,526,3,115,7,771,8,324
8,46,40,397,24,93,5,279,35,615,1,421,32,145
7,527,4,371,3,15,49,513,5,348,8,360,34,850
915,441,37,668,1,628,45,524,33,777,4,281,3,889
7,942,43,856,322,787,9,908,10,733,39,24,6,644
9,468,39,648,734,846,35,977,3,547,2,751,2,901
7,990,5,819,9,593,12,586,3,53,8,522,8,430
9,789,5,968,4,379,5,676,4,514,5,121,20,429
8,635,3,604,7,147,3,557,3,473,5,678,9,175
9,819,9,167,404,593,9,881,2,122,3,541,9,47
8,3,5,706,844,172,181,475,9,845,3,944,7,111
9,859,9,882,7,165,1,520,18,813,17,927,29,850
8,876,16,840,8,842,5,578,35,352,44,73,3,714
7,888,9,964,4,657,55,513,2,809,3,982,5,678
7,691,6,795,8,122,4,287,9,762,46,324,42,425
9,243,9,620,9,913,26,788,8,920,6,64,10,826
9,544,5,84,5,88,5,337,2,853,8,232,20,962
9,929,5,956,7,798,3,565,2,997,8,263,10,357
8,604,8,275,7,850,36,458,25,945,4,272,11,803
959,326,2,269,8,785,1,259,2,926,6,445,2,763
9,724,8,768,5,686,9,156,34,95,17,644,7,213
7,512,28,854,9,767,8,975,7,832,16,987,18,946
7,671,12,345,961,614,4,502,42,914,34,949,36,714
8,629,4,848,770,821,17,76,3,139,7,4,29,964
9,240,44,211,9,357,20,937,3,826,7,742,1,67
7,612,3,401,9,324,32,243,40,991,21,263,5,222
9,427,5,949,22,608,17,302,4,80,3,796,6,736
9,479,2,820,24,139,18,407,147,625,9,20,8,875
8,990,4,277,6,868,12,11,30,693,8,761,9,119
9,972,6,229,8,976,1,801,3,316,5,133,8,115
9,868,48,488,649,391,2,456,6,943,6,544,9,83
7,547,278,303,8,81,20,400,2,612,16,571,7,212
9,861,8,458,10,376,2,588,25,952,2,433,7,624
9,360,2,664,27,824,3,657,27,347,4,437,3,128
787,257,6,713,8,44,43,435,3,564,5,269,33,725
9,298,5,436,17,289,5,647,12,720,2,97,2,597
841,923,7,774,3,412,3,900,1,291,16,739,1,484
7,738,739,672,2,79,5,610,22,166,17,930,44,105
9,314,523,711,32,178,10,636,9,126,8,108,6,166
9,552,9,770,4,450,11,817,254,897,6,151,6,192
943,239,5,512,5,952,9,158,10,646,6,64,9,938
8,955,3,26,3,228,41,105,3,560,40,40,7,190
7,947,21,368,8,117,4,5,5,87,7,421,4,82
8,989,9,722,3,345,5,390,9,285,9,123,5,962
9,636,9,430,8,117,23,619,247,855,4,483,18,491
8,678,5,138,944,319,5,679,1,583,15,975,6,273
8,861,6,647,5,871,22,465,31,746,10,234,7,225
9,715,8,318,3,31,4,781,5,900,7,860,5,690
7,996,12,809,2,119,11,685,20,722,2,603,7,630
7,603,5,267,505,507,19,199,3,286,14,716,17,773
7,617,9,542,23,968,39,768,17,618,1,987,4,881
7,802,5,738,6,796,30,142,2,892,5,111,8,236
8,750,580,443,6,292,21,928,9,52,6,239,8,173
9,130,4,11,17,719,4,902,875,171,2,522,40,531
819,947,9,993,9,313,5,100,3,267,47,387,7,103
8,980,7,101,6,171,4,820,3,181,3,375,22,874
7,614,970,697,22,179,3,1,2,913,4,863,6,424
8,310,14,336,9,720,27,205,3,132,56,529,43,910
8,763,3,164,18,944,3,694,2,427,8,421,12,395
873,124,47,634,5,87,26,501,27,962,42,511,5,72
7,742,7,877,9,829,5,732,2,495,7,103,6,306
8,64,11,847,6,215,2,623,10,137,6,977,1,880
7,568,844,915,9,740,131,468,21,28,5,233,8,604
9,482,8,375,6,90,31,347,27,91,7,569,34,766
7,724,5,210,5,725,21,722,35,116,1,482,8,674
8,248,6,94,6,716,2,342,9,935,21,541,7,795
8,176,3,215,6,473,2,4,20,484,4,855,34,220
7,696,7,260,8,13,9,388,814,957,9,721,22,699
8,637,977,991,47,570,34,248,3,188,6,603,6,770
8,894,557,253,923,427,28,158,5,706,7,602,4,528
9,877,8,211,12,767,4,914,10,986,7,718,16,340
8,311,9,166,6,584,12,312,3,556,9,164,15,423
9,568,11,492,8,901,5,148,16,98,1,294,5,484
839,654,759,71,44,366,4,791,14,626,6,448,7,612
8,242,6,729,8,102,4,701,1,884,3,230,5,391
7,904,7,966,8,294,8,393,29,840,9,493,31,593
7,851,7,517,1,700,42,629,13,512,9,383,5,227
8,188,18,103,7,676,46,586,29,662,21,655,28,630
9,879,601,838,323,868,25,308,44,632,7,106,48,383
9,940,7,787,30,814,6,406,26,7,9,725,46,372
8,191,3,273,8,828,4,15,3,557,1,261,31,948
9,948,6,276,989,906,15,839,1,219,9,762,2,40
952,823,38,21,23,38,7,235,14,482,8,624,3,676
9,451,5,873,9,612,41,805,2,650,8,618,18,716
9,577,20,397,46,272,3,320,11,128,44,12,5,928
8,335,39,849,5,746,10,977,36,455,4,58,13,745
936,392,4,245,5,978,13,717,757,187,8,825,2,936
8,780,42,677,17,775,24,244,4,526,2,575,47,943
8,456,7,294,8,544,44,425,2,103,22,854,14,996
9,135,5,709,9,960,3,720,3,371,9,326,9,194
8,545,9,361,5,856,44,468,23,897,3,411,4,457
7,597,7,623,8,589,2,657,3,532,39,209,9,468
8,17,599,876,5,827,2,751,18,719,9,374,6,784
7,521,5,511,9,152,17,905,2,878,40,601,8,402
9,773,641,151,48,353,44,318,21,775,1,842,8,291
7,884,9,504,6,787,9,59,1,946,7,116,8,350
7,662,2,238,9,293,3,340,27,751,3,293,7,928
9,206,40,480,5,483,16,558,2,68,3,836,10,890
7,928,4,573,47,80,23,220,69,35,7,276,3,353
8,40,5,210,4,937,2,767,23,147,7,382,9,43
761,325,7,576,6,553,3,487,3,771,8,60,4,556
8,351,7,496,11,421,5,259,132,955,36,527,6,195
7,986,11,445,668,124,31,172,2,391,6,183,45,718
9,948,15,726,639,769,55,489,34,21,9,804,49,991
8,31,9,983,961,197,1,253,1,653,7,423,10,365
8,819,29,500,7,646,8,792,30,73,8,414,5,217
8,267,8,539,8,492,3,887,309,311,9,65,5,796
8,201,1,804,4,495,4,627,30,633,8,243,5,180
7,629,5,680,7,39,17,471,12,977,46,719,31,487
9,114,255,631,8,231,3,107,31,648,2,627,8,821
9,788,8,52,6,440,5,268,4,286,4,10,9,449
8,449,742,456,8,962,5,412,17,339,3,621,5,144
9,79,15,488,9,422,39,545,22,690,6,31,52,810
8,30,5,599,3,641,5,142,6,707,8,690,36,235
8,818,25,529,17,243,1,391,13,660,2,635,36,127
7,969,11,429,9,28,20,690,15,66,7,782,13,781
9,937,1,157,972,906,5,120,17,278,46,395,7,124
8,459,31,921,16,498,5,655,34,586,14,389,9,582
8,11,6,652,20,561,3,516,7,218,4,909,5,355
877,353,41,109,24,617,18,388,2,344,45,299,42,840
7,560,5,612,4,272,8,669,2,739,5,490,6,339
8,9,4,871,8,310,5,408,2,591,7,344,8,741
9,769,3,298,4,695,22,8,17,106,48,833,7,235
9,159,24,405,993,472,22,388,2,295,6,271,7,345
