TS,Voltage_main,Current_main,Temperature_main
13:19:23,7,38,5
13:19:24,8,36,1
13:19:25,781,3,12
13:19:26,9,7,28
13:19:27,8,14,5
13:19:28,837,49,35
13:19:29,8,6,3
13:19:30,7,28,6
13:19:31,8,3,13
13:19:32,9,20,43
13:19:33,7,20,14
13:19:34,770,22,2
13:19:35,9,6,11
13:19:36,9,25,6
13:19:37,9,9,4
13:19:38,9,17,1
13:19:39,9,2,18
13:19:40,7,8,3
13:19:41,9,5,5
13:19:42,7,3,5
13:19:43,7,9,2
13:19:44,7,3,38
13:19:45,9,5,3
13:19:46,9,33,5
13:19:47,9,9,18
13:19:48,9,3,36
13:19:49,9,7,9
13:19:50,7,4,5
13:19:51,8,2,4
13:19:52,770,8,2
13:19:53,8,8,5
13:19:54,9,5,19
13:19:55,9,8,5
13:19:56,9,5,3
13:19:57,8,7,6
13:19:58,9,8,45
13:19:59,9,7,39
13:20:00,7,49,24
13:20:01,8,9,4
13:20:02,8,15,2
13:20:03,7,44,3
13:20:04,9,8,25
13:20:05,8,8,6
13:20:06,9,2,38
13:20:07,7,8,42
13:20:08,8,21,10
13:20:09,8,9,2
13:20:10,95,6,8
13:20:11,8,6,3
13:20:12,8,4,4
13:20:13,7,5,6
13:20:14,9,2,41
13:20:15,8,8,5
13:20:16,85,9,46
13:20:17,8,4,25
13:20:18,7,1,15
13:20:19,9,6,38
13:20:20,9,31,28
13:20:21,7,8,3
13:20:22,9,4,3
13:20:23,8,13,21
13:20:24,8,6,36
13:20:25,8,28,32
13:20:26,9,20,2
13:20:27,7,9,5
13:20:28,7,7,3
13:20:29,9,8,2
13:20:30,9,8,5
13:20:31,7,51,2
13:20:32,9,4,2
13:20:33,7,3,29
13:20:34,8,39,5
13:20:35,766,7,2
13:20:36,7,4,4
13:20:37,9,7,20
13:20:38,8,1,3
13:20:39,9,4,2
13:20:40,9,7,42
13:20:41,8,4,6
13:20:42,7,9,22
13:20:43,8,9,5
13:20:44,8,4,2
13:20:45,9,35,2
13:20:46,9,6,5
13:20:47,7,5,2
13:20:48,9,7,1
13:20:49,9,13,40
13:20:50,7,41,4
13:20:51,8,1,4
13:20:52,8,6,5
13:20:53,828,5,5
13:20:54,8,13,3
13:20:55,8,5,5
13:20:56,9,7,11
13:20:57,7,13,1
13:20:58,8,4,13
13:20:59,9,9,5
13:21:00,9,5,5
13:21:01,8,9,2
13:21:02,9,3,39
13:21:03,7,9,22
13:21:04,7,4,3
13:21:05,8,6,35
13:21:06,8,8,1
13:21:07,9,12,4
13:21:08,8,9,2
13:21:09,9,8,2
13:21:10,9,6,3
13:21:11,9,6,32
13:21:12,9,39,4
13:21:13,9,19,5
13:21:14,9,5,2
13:21:15,9,20,5
13:21:16,9,9,33
13:21:17,8,3,2
13:21:18,8,7,45
13:21:19,7,1,18
13:21:20,8,8,19
13:21:21,7,76,9
13:21:22,7,6,39
13:21:23,9,4,4
13:21:24,8,9,2
13:21:25,7,8,5
13:21:26,8,4,1
13:21:27,9,14,4
13:21:28,9,4,5
13:21:29,8,19,5
13:21:30,8,9,5
13:21:31,8,22,1
13:21:32,9,38,35
13:21:33,9,3,3
13:21:34,7,3,20
13:21:35,9,7,44
13:21:36,7,8,4
13:21:37,8,7,16
13:21:38,9,7,47
13:21:39,8,5,3
13:21:40,8,3,5
13:21:41,8,8,7
13:21:42,7,9,34
13:21:43,8,6,2
13:21:44,7,14,15
13:21:45,9,16,5
13:21:46,8,9,34
13:21:47,7,6,32
13:21:48,8,9,5
13:21:49,8,6,5
13:21:50,9,36,3
13:21:51,9,1,4
13:21:52,9,9,46
13:21:53,7,15,239
13:21:54,8,7,24
13:21:55,8,30,2
13:21:56,7,7,3
13:21:57,7,17,21
13:21:58,8,7,5
13:21:59,9,5,3
13:22:00,8,11,33
13:22:01,8,4,49
13:22:02,9,11,3
13:22:03,9,8,16
13:22:04,8,1,29
13:22:05,785,4,4
13:22:06,8,3,3
13:22:07,9,9,12
13:22:08,8,17,45
13:22:09,9,4,3
13:22:10,8,7,3
13:22:11,9,9,5
13:22:12,8,33,5
13:22:13,8,9,12
13:22:14,9,6,5
13:22:15,752,33,5
13:22:16,7,2,50
13:22:17,7,3,3
13:22:18,8,2,4
13:22:19,8,5,4
13:22:20,9,45,22
13:22:21,9,9,16
13:22:22,9,48,13
13:22:23,8,3,13
13:22:24,9,6,15
13:22:25,9,5,3
13:22:26,8,1,1
13:22:27,8,9,5
13:22:28,8,21,8
13:22:29,8,8,4
13:22:30,8,9,48
13:22:31,8,9,36
13:22:32,9,47,33
13:22:33,9,5,28
13:22:34,8,5,45
13:22:35,7,8,10
13:22:36,8,7,69
13:22:37,770,1,3
13:22:38,7,2,4
13:22:39,7,24,7
13:22:40,8,9,15
13:22:41,9,5,4
13:22:42,9,28,29
13:22:43,8,4,3
13:22:44,8,9,30
13:22:45,8,7,5
13:22:46,9,9,18
13:22:47,9,8,38
13:22:48,808,5,4
13:22:49,8,5,5
13:22:50,8,2,7
13:22:51,8,8,18
13:22:52,8,6,2
13:22:53,9,20,26
13:22:54,8,43,44
13:22:55,8,20,3
13:22:56,8,5,17
13:22:57,7,28,5
13:22:58,8,8,2
13:22:59,9,6,5
13:23:00,9,8,1
13:23:01,8,2,1
13:23:02,8,5,34
13:23:03,8,8,44
13:23:04,9,6,5
13:23:05,9,7,21
13:23:06,8,6,3
13:23:07,9,2,5
13:23:08,9,9,6
13:23:09,9,4,4
13:23:10,8,8,6
13:23:11,761,5,3
13:23:12,8,29,18
13:23:13,7,8,7
13:23:14,9,3,41
13:23:15,8,6,185
13:23:16,8,129,42
13:23:17,8,15,4
13:23:18,9,11,34
13:23:19,91,6,1
13:23:20,9,8,2
13:23:21,8,16,4
13:23:22,8,7,5
13:23:23,8,5,3
13:23:24,9,7,3
13:23:25,8,8,45
13:23:26,8,48,25
13:23:27,7,6,4
13:23:28,8,6,10
13:23:29,8,5,10
13:23:30,8,14,3
13:23:31,8,38,2
13:23:32,7,5,21
13:23:33,96,5,2
13:23:34,7,4,4
13:23:35,7,2,19
13:23:36,7,16,3
13:23:37,7,9,5
13:23:38,9,8,4
13:23:39,8,7,1
13:23:40,8,7,3
13:23:41,7,4,12
13:23:42,7,12,2
13:23:43,8,1,10
13:23:44,9,2,4
13:23:45,9,8,5
13:23:46,9,1,13
13:23:47,8,43,3
13:23:48,9,18,15
13:23:49,8,45,34
13:23:50,7,9,22
13:23:51,9,38,21
13:23:52,8,8,44
13:23:53,9,9,7
13:23:54,8,6,33
13:23:55,9,42,4
13:23:56,9,7,32
13:23:57,9,9,26
13:23:58,8,7,5
13:23:59,8,47,3
13:24:00,8,2,45
13:24:01,8,31,2
13:24:02,7,8,8
13:24:03,7,9,5
13:24:04,8,18,16
13:24:05,8,9,16
13:24:06,8,29,50
13:24:07,9,8,5
13:24:08,9,16,7
13:24:09,7,70,5
13:24:10,9,33,11
13:24:11,8,8,33
13:24:12,8,8,1
13:24:13,8,6,5
13:24:14,9,2,39
13:24:15,9,225,4
13:24:16,8,5,14
13:24:17,8,29,23
13:24:18,7,8,10
13:24:19,7,6,36
13:24:20,96,7,5
13:24:21,9,4,7
13:24:22,9,25,3
13:24:23,7,5,34
13:24:24,849,6,11
13:24:25,9,7,5
13:24:26,9,7,3
13:24:27,7,5,1
13:24:28,8,6,10
13:24:29,7,43,2
13:24:30,9,5,2
13:24:31,8,9,1
13:24:32,7,3,4
13:24:33,8,38,4
13:24:34,9,9,12
13:24:35,9,8,5
13:24:36,9,5,2
13:24:37,7,31,53
13:24:38,8,5,5
13:24:39,8,6,4
13:24:40,7,8,7
13:24:41,7,26,1
13:24:42,9,3,5
13:24:43,9,45,5
13:24:44,9,17,2
13:24:45,8,9,13
13:24:46,9,32,31
13:24:47,9,9,9
13:24:48,8,23,27
13:24:49,8,8,17
13:24:50,9,4,2
13:24:51,8,7,4
13:24:52,8,5,2
13:24:53,7,2,10
13:24:54,837,7,2
13:24:55,8,49,2
13:24:56,9,38,48
13:24:57,9,5,10
13:24:58,8,18,5
13:24:59,8,6,4
13:25:00,8,6,23
13:25:01,9,4,5
13:25:02,9,5,5
13:25:03,8,17,2
13:25:04,8,2,4
13:25:05,7,4,3
13:25:06,8,5,2
13:25:07,8,5,6
13:25:08,8,49,5
13:25:09,7,9,36
13:25:10,7,7,40
13:25:11,8,25,26
13:25:12,8,136,8
13:25:13,9,6,6
13:25:14,7,2,5
13:25:15,7,49,45
13:25:16,8,7,3
13:25:17,9,3,4
13:25:18,8,6,4
13:25:19,7,5,5
13:25:20,9,4,1
13:25:21,7,9,5
13:25:22,7,4,22
13:25:23,9,15,36
13:25:24,8,28,16
13:25:25,8,6,4
13:25:26,8,5,1
13:25:27,9,2,19
13:25:28,9,6,5
13:25:29,8,8,5
13:25:30,9,7,5
13:25:31,8,7,3
13:25:32,7,4,5
13:25:33,9,5,14
13:25:34,7,9,8
13:25:35,7,16,2
13:25:36,9,5,5
13:25:37,8,40,20
13:25:38,827,28,1
13:25:39,8,33,37
13:25:40,8,29,19
13:25:41,8,24,1
13:25:42,7,22,5
13:25:43,9,7,3
13:25:44,8,1,9
13:25:45,7,5,5
13:25:46,8,177,39
13:25:47,9,7,10
13:25:48,8,6,11
13:25:49,8,9,3
13:25:50,9,24,3
13:25:51,9,19,40
13:25:52,9,4,7
13:25:53,8,5,42
13:25:54,7,4,32
13:25:55,9,4,17
13:25:56,8,37,9
13:25:57,8,9,8
13:25:58,787,2,31
13:25:59,8,9,48
13:26:00,7,1,3
13:26:01,8,6,3
13:26:02,7,3,24
13:26:03,9,8,5
13:26:04,7,24,17
13:26:05,8,9,20
13:26:06,751,7,5
13:26:07,8,6,12
13:26:08,8,7,18
13:26:09,9,3,3
13:26:10,8,39,45
13:26:11,8,37,14
13:26:12,83,8,2
13:26:13,9,9,3
13:26:14,9,30,21
13:26:15,8,9,23
13:26:16,9,9,41
13:26:17,9,9,5
13:26:18,7,39,29
13:26:19,8,9,6
13:26:20,8,8,5
13:26:21,8,5,5
13:26:22,9,5,3
13:26:23,9,38,5
13:26:24,9,6,25
13:26:25,9,7,15
13:26:26,8,8,46
13:26:27,8,7,4
13:26:28,8,14,42
13:26:29,9,7,4
13:26:30,7,7,5
13:26:31,8,6,32
13:26:32,814,8,5
13:26:33,7,45,1
13:26:34,9,6,11
13:26:35,9,8,5
13:26:36,8,16,10
13:26:37,9,7,3
13:26:38,8,5,4
13:26:39,8,1,39
13:26:40,8,17,43
13:26:41,9,14,44
13:26:42,7,5,10
13:26:43,9,4,29
13:26:44,817,5,48
13:26:45,8,19,5
13:26:46,9,7,5
13:26:47,814,8,3
13:26:48,8,5,4
13:26:49,9,5,5
13:26:50,9,9,40
13:26:51,7,6,40
13:26:52,8,8,4
13:26:53,9,7,3
13:26:54,8,44,20
13:26:55,8,5,1
13:26:56,9,7,8
13:26:57,7,8,36
13:26:58,9,7,29
13:26:59,8,22,41
13:27:00,7,9,3
13:27:01,8,9,38
13:27:02,9,5,4
13:27:03,8,2,13
13:27:04,9,8,40
13:27:05,9,4,9
13:27:06,767,5,18
13:27:07,7,2,17
13:27:08,9,5,5
13:27:09,7,5,2
13:27:10,9,32,4
13:27:11,8,3,5
13:27:12,8,15,16
13:27:13,8,2,12
13:27:14,7,5,2
13:27:15,8,9,3
13:27:16,8,5,40
13:27:17,9,8,18
13:27:18,9,7,34
13:27:19,8,1,4
13:27:20,9,9,48
13:27:21,7,6,2
13:27:22,8,5,16
13:27:23,9,7,5
13:27:24,8,4,3
13:27:25,7,9,4
13:27:26,9,34,42
13:27:27,7,5,5
13:27:28,9,6,18
13:27:29,9,37,2
13:27:30,836,6,5
13:27:31,7,41,41
13:27:32,9,7,13
13:27:33,8,9,28
13:27:34,9,47,1
13:27:35,9,5,20
13:27:36,9,5,32
13:27:37,7,19,9
13:27:38,9,8,4
13:27:39,8,23,3
13:27:40,8,18,2
13:27:41,8,5,6
13:27:42,7,5,13
13:27:43,8,5,33
13:27:44,9,26,15
13:27:45,8,7,5
13:27:46,7,3,5
13:27:47,9,42,3
13:27:48,8,5,43
13:27:49,8,4,32
13:27:50,9,8,3
13:27:51,8,7,4
13:27:52,7,45,4
13:27:53,8,42,6
13:27:54,778,21,36
13:27:55,8,4,3
13:27:56,9,3,4
13:27:57,9,8,1
13:27:58,8,5,21
13:27:59,9,15,48
13:28:00,7,5,3
13:28:01,8,15,18
13:28:02,9,6,5
13:28:03,7,5,1
13:28:04,7,3,9
13:28:05,7,21,43
13:28:06,7,6,3
13:28:07,9,9,1
13:28:08,8,26,2
13:28:09,8,5,27
13:28:10,7,3,3
13:28:11,8,3,48
13:28:12,9,3,3
13:28:13,8,6,41
13:28:14,9,3,4
13:28:15,7,6,5
13:28:16,8,4,5
13:28:17,8,7,45
13:28:18,9,44,22
13:28:19,9,23,40
13:28:20,7,8,5
13:28:21,7,5,4
13:28:22,8,5,15
13:28:23,9,15,32
13:28:24,7,8,46
13:28:25,8,4,5
13:28:26,8,2,19
13:28:27,7,7,2
13:28:28,8,41,11
13:28:29,8,35,14
13:28:30,7,9,5
13:28:31,8,11,32
13:28:32,7,9,5
13:28:33,8,41,5
13:28:34,9,2,14
13:28:35,9,46,33
13:28:36,8,4,4
13:28:37,9,5,2
13:28:38,754,9,6
13:28:39,8,29,48
13:28:40,8,3,47
13:28:41,9,7,2
13:28:42,7,9,37
13:28:43,8,28,29
13:28:44,93,37,2
13:28:45,8,25,1
13:28:46,9,6,15
13:28:47,8,3,3
13:28:48,7,7,10
13:28:49,761,16,39
13:28:50,9,4,4
13:28:51,8,7,2
13:28:52,8,2,30
13:28:53,85,5,42
13:28:54,7,2,4
13:28:55,8,6,5
13:28:56,8,4,9
13:28:57,7,4,14
13:28:58,7,2,31
13:28:59,8,9,30
13:29:00,8,49,41
13:29:01,9,18,6
13:29:02,7,4,23
13:29:03,9,1,36
13:29:04,9,154,13
13:29:05,7,3,17
13:29:06,7,11,5
13:29:07,8,44,6
13:29:08,787,7,2
13:29:09,9,8,19
13:29:10,9,9,1
13:29:11,9,3,49
13:29:12,9,23,5
13:29:13,7,9,11
13:29:14,77,6,4
13:29:15,8,18,36
13:29:16,8,7,5
13:29:17,8,43,41
13:29:18,8,1,16
13:29:19,8,8,1
13:29:20,8,45,4
13:29:21,9,44,2
13:29:22,9,3,7
13:29:23,826,48,5
13:29:24,8,17,3
13:29:25,9,8,5
13:29:26,9,6,41
13:29:27,7,8,4
13:29:28,8,21,24
13:29:29,7,2,3
13:29:30,9,7,10
13:29:31,9,4,2
13:29:32,791,46,40
13:29:33,9,7,5
13:29:34,9,36,4
13:29:35,9,39,1
13:29:36,9,7,41
13:29:37,7,27,16
13:29:38,7,5,3
13:29:39,801,5,11
13:29:40,9,8,44
13:29:41,8,26,26
13:29:42,9,41,5
13:29:43,9,9,4
13:29:44,8,6,3
13:29:45,8,8,4
13:29:46,8,25,13
13:29:47,9,7,5
13:29:48,7,6,44
13:29:49,8,24,5
13:29:50,8,4,4
13:29:51,8,9,9
13:29:52,9,21,15
13:29:53,9,7,2
13:29:54,776,43,34
13:29:55,8,33,18
13:29:56,7,5,48
13:29:57,8,9,23
13:29:58,7,3,14
13:29:59,7,25,5
13:30:00,8,43,25
13:30:01,8,6,4
13:30:02,8,5,38
13:30:03,9,7,5
13:30:04,9,2,36
13:30:05,7,7,31
13:30:06,9,35,1
13:30:07,9,19,46
13:30:08,8,5,47
13:30:09,9,9,27
13:30:10,8,38,40
13:30:11,7,14,229
13:30:12,8,28,49
13:30:13,7,5,5
13:30:14,7,5,31
13:30:15,8,33,8
13:30:16,8,8,40
13:30:17,8,1,13
13:30:18,7,3,3
13:30:19,8,2,5
13:30:20,8,12,5
13:30:21,7,36,4
13:30:22,9,11,38
13:30:23,798,6,20
13:30:24,9,7,5
13:30:25,9,30,1
13:30:26,8,5,4
13:30:27,9,24,36
13:30:28,9,9,4
13:30:29,7,20,21
13:30:30,7,6,26
13:30:31,9,9,1
13:30:32,9,29,3
13:30:33,8,9,43
13:30:34,9,21,46
13:30:35,7,31,31
13:30:36,8,11,22
13:30:37,8,28,33
13:30:38,8,6,1
13:30:39,8,31,5
13:30:40,9,15,12
13:30:41,8,8,3
13:30:42,9,8,21
13:30:43,81,3,2
13:30:44,8,21,15
13:30:45,9,7,47
13:30:46,9,7,4
13:30:47,8,11,14
13:30:48,9,9,7
13:30:49,8,7,2
13:30:50,9,5,2
13:30:51,9,5,5
13:30:52,9,19,16
13:30:53,9,5,2
13:30:54,8,4,3
13:30:55,9,45,11
13:30:56,9,9,5
13:30:57,8,3,12
13:30:58,9,8,3
13:30:59,8,3,26
13:31:00,9,17,2
13:31:01,7,5,16
13:31:02,8,3,2
13:31:03,801,18,2
13:31:04,8,24,33
13:31:05,8,8,4
13:31:06,9,3,35
13:31:07,850,8,19
13:31:08,7,8,2
13:31:09,9,7,5
13:31:10,8,2,41
13:31:11,7,31,23
13:31:12,8,9,47
13:31:13,8,9,41
13:31:14,8,18,5
13:31:15,7,44,4
13:31:16,9,3,4
13:31:17,9,7,4
13:31:18,9,4,20
13:31:19,9,37,4
13:31:20,9,20,52
13:31:21,8,2,5
13:31:22,8,7,10
13:31:23,9,5,46
13:31:24,8,3,1
13:31:25,7,5,13
13:31:26,8,2,5
13:31:27,8,5,15
13:31:28,8,15,3
13:31:29,7,7,28
13:31:30,9,7,33
13:31:31,8,5,5
13:31:32,9,5,2
13:31:33,8,5,4
13:31:34,9,2,4
13:31:35,9,3,4
13:31:36,7,8,41
13:31:37,9,6,3
13:31:38,8,5,4
13:31:39,8,3,28
13:31:40,8,2,5
13:31:41,9,14,11
13:31:42,8,5,34
13:31:43,8,28,3
13:31:44,7,47,24
13:31:45,850,49,4
13:31:46,7,9,9
13:31:47,8,46,3
13:31:48,9,23,4
13:31:49,7,6,12
13:31:50,8,6,38
13:31:51,9,4,3
13:31:52,9,5,20
13:31:53,9,1,4
13:31:54,9,2,24
13:31:55,9,2,41
13:31:56,9,4,5
13:31:57,9,9,24
13:31:58,8,4,28
13:31:59,780,8,5
13:32:00,8,6,21
13:32:01,8,3,1
13:32:02,9,7,2
13:32:03,8,1,2
13:32:04,8,5,22
13:32:05,9,1,5
13:32:06,8,3,18
13:32:07,8,5,49
13:32:08,8,5,25
13:32:09,7,8,4
13:32:10,7,9,23
13:32:11,9,47,2
13:32:12,9,36,4
13:32:13,7,6,5
13:32:14,8,8,32
13:32:15,9,13,5
13:32:16,7,3,24
13:32:17,8,2,17
13:32:18,8,8,48
13:32:19,797,7,4
13:32:20,8,8,3
13:32:21,8,8,4
13:32:22,9,8,3
13:32:23,9,20,4
13:32:24,807,9,21
13:32:25,798,5,4
13:32:26,9,4,28
13:32:27,9,9,9
13:32:28,9,8,5
13:32:29,8,6,5
13:32:30,9,9,43
13:32:31,7,7,13
13:32:32,8,46,24
13:32:33,7,8,5
13:32:34,9,3,2
13:32:35,7,11,4
13:32:36,7,9,6
13:32:37,9,7,9
13:32:38,9,7,10
13:32:39,7,7,10
13:32:40,9,25,34
13:32:41,8,16,5
13:32:42,9,29,4
13:32:43,7,32,49
13:32:44,8,4,5
13:32:45,8,7,5
13:32:46,9,5,2
13:32:47,8,4,3
13:32:48,9,5,5
13:32:49,9,15,19
13:32:50,9,38,39
13:32:51,9,23,1
13:32:52,7,8,9
13:32:53,7,6,6
13:32:54,9,6,24
13:32:55,9,11,4
13:32:56,9,5,9
13:32:57,7,19,46
13:32:58,9,24,5
13:32:59,8,5,42
13:33:00,9,12,20
13:33:01,8,19,1
13:33:02,8,5,31
13:33:03,9,7,3
13:33:04,8,1,5
13:33:05,9,21,1
13:33:06,8,8,19
13:33:07,8,8,4
13:33:08,7,3,3
13:33:09,9,35,5
13:33:10,8,6,3
13:33:11,9,39,2
13:33:12,8,8,7
13:33:13,94,45,47
13:33:14,9,8,8
13:33:15,9,5,2
13:33:16,9,9,25
13:33:17,7,7,31
13:33:18,7,9,12
13:33:19,8,1,3
13:33:20,8,22,5
13:33:21,769,6,11
13:33:22,9,9,4
13:33:23,7,31,3
13:33:24,9,8,12
13:33:25,7,7,39
13:33:26,8,8,5
13:33:27,9,7,5
13:33:28,790,27,48
13:33:29,8,9,5
13:33:30,9,2,41
13:33:31,8,9,5
13:33:32,9,26,4
13:33:33,7,1,3
13:33:34,9,7,2
13:33:35,7,9,9
13:33:36,8,7,3
13:33:37,9,3,28
13:33:38,8,43,5
13:33:39,9,8,4
13:33:40,9,7,5
13:33:41,779,31,5
13:33:42,8,9,4
13:33:43,9,2,5
13:33:44,7,7,1
13:33:45,7,28,4
13:33:46,8,3,22
13:33:47,8,4,47
13:33:48,9,6,10
13:33:49,8,8,3
13:33:50,7,8,3
13:33:51,8,8,46
13:33:52,9,46,7
13:33:53,9,7,11
13:33:54,9,8,32
13:33:55,8,8,42
13:33:56,9,1,4
13:33:57,9,8,5
13:33:58,8,33,17
13:33:59,7,3,22
13:34:00,7,9,43
13:34:01,8,8,4
13:34:02,8,29,14
13:34:03,8,16,3
13:34:04,8,9,2
13:34:05,9,8,5
13:34:06,8,29,44
13:34:07,9,48,9
13:34:08,7,2,3
13:34:09,9,5,27
13:34:10,7,3,28
13:34:11,8,3,4
13:34:12,8,6,8
13:34:13,7,7,19
13:34:14,7,28,4
13:34:15,9,3,4
13:34:16,9,7,5
13:34:17,9,4,21
13:34:18,8,9,20
13:34:19,7,3,4
13:34:20,788,11,22
13:34:21,8,1,23
13:34:22,9,6,31
13:34:23,7,6,11
13:34:24,9,7,4
13:34:25,9,6,27
13:34:26,7,8,2
13:34:27,9,202,5
13:34:28,8,7,3
13:34:29,9,12,5
13:34:30,7,41,35
13:34:31,8,5,45
13:34:32,9,6,32
13:34:33,8,9,43
13:34:34,7,3,4
13:34:35,8,38,10
13:34:36,7,7,13
13:34:37,7,4,47
13:34:38,8,5,29
13:34:39,7,8,25
13:34:40,9,6,46
13:34:41,9,5,35
13:34:42,8,4,32
13:34:43,8,7,4
13:34:44,9,41,5
13:34:45,8,6,4
13:34:46,8,9,3
13:34:47,8,6,1
13:34:48,7,22,1
13:34:49,7,9,9
13:34:50,7,8,2
13:34:51,8,8,5
13:34:52,9,8,47
13:34:53,7,5,10
13:34:54,9,4,44
13:34:55,8,6,3
13:34:56,8,4,5
13:34:57,8,6,3
13:34:58,8,6,12
13:34:59,8,9,3
13:35:00,8,6,2
13:35:01,8,20,9
13:35:02,97,17,5
13:35:03,785,42,48
13:35:04,8,8,18
13:35:05,8,92,38
13:35:06,8,3,44
13:35:07,7,4,43
13:35:08,8,9,10
13:35:09,8,8,8
13:35:10,7,2,48
13:35:11,8,7,2
13:35:12,8,8,10
13:35:13,8,8,1
13:35:14,7,37,34
13:35:15,8,28,5
13:35:16,8,20,49
13:35:17,9,2,25
13:35:18,9,1,28
13:35:19,7,8,26
13:35:20,8,4,40
13:35:21,9,6,16
13:35:22,7,5,4
13:35:23,8,6,5
13:35:24,7,9,14
13:35:25,8,8,49
13:35:26,9,5,40
13:35:27,9,40,18
13:35:28,8,6,6
13:35:29,8,2,3
13:35:30,8,5,41
13:35:31,7,2,7
13:35:32,7,7,3
13:35:33,8,6,4
13:35:34,8,38,2
13:35:35,8,7,5
13:35:36,9,1,4
13:35:37,7,3,5
13:35:38,8,5,3
13:35:39,8,46,1
13:35:40,8,6,7
13:35:41,9,20,39
13:35:42,8,49,15
13:35:43,8,39,3
13:35:44,8,8,41
13:35:45,8,45,28
13:35:46,7,7,5
13:35:47,8,7,5
13:35:48,9,7,5
13:35:49,9,6,38
13:35:50,7,35,6
13:35:51,8,6,5
13:35:52,8,9,4
13:35:53,7,15,4
13:35:54,9,14,2
13:35:55,7,36,2
13:35:56,9,5,2
13:35:57,7,6,35
13:35:58,8,27,4
13:35:59,9,11,5
13:36:00,9,9,5
13:36:01,8,20,22
13:36:02,7,5,11
13:36:03,7,24,4
13:36:04,790,4,24
13:36:05,9,6,21
13:36:06,8,2,33
13:36:07,8,7,41
13:36:08,9,20,4
13:36:09,8,5,33
13:36:10,8,38,29
13:36:11,9,184,20
13:36:12,9,5,5
13:36:13,9,18,53
13:36:14,9,9,34
13:36:15,8,3,56
13:36:16,8,9,10
13:36:17,7,7,42
13:36:18,8,8,4
13:36:19,9,7,30
13:36:20,9,5,24
13:36:21,9,8,15
13:36:22,9,6,29
13:36:23,8,5,10
13:36:24,8,6,5
13:36:25,9,9,10
13:36:26,9,8,18
13:36:27,7,5,3
13:36:28,8,8,3
13:36:29,7,8,4
13:36:30,8,1,5
13:36:31,9,35,48
13:36:32,7,4,38
13:36:33,8,3,3
13:36:34,9,49,3
13:36:35,7,9,3
13:36:36,8,3,5
13:36:37,9,14,8
13:36:38,7,8,41
13:36:39,7,9,12
13:36:40,9,3,10
13:36:41,8,6,1
13:36:42,8,26,18
13:36:43,8,7,30
13:36:44,7,1,3
13:36:45,9,9,45
13:36:46,8,8,3
13:36:47,8,33,29
13:36:48,8,220,1
13:36:49,8,49,15
13:36:50,8,49,20
13:36:51,7,2,18
13:36:52,7,5,18
13:36:53,9,9,4
13:36:54,9,5,9
13:36:55,8,6,3
13:36:56,7,5,5
13:36:57,9,4,3
13:36:58,9,9,39
13:36:59,9,19,16
13:37:00,9,8,3
13:37:01,9,6,16
13:37:02,9,25,2
13:37:03,8,5,37
13:37:04,77,42,3
13:37:05,9,9,31
13:37:06,819,24,3
13:37:07,8,12,18
13:37:08,9,6,3
13:37:09,8,8,9
13:37:10,9,11,10
13:37:11,8,8,13
13:37:12,8,35,18
13:37:13,8,4,5
13:37:14,8,45,13
13:37:15,7,6,18
13:37:16,7,5,8
13:37:17,8,4,37
13:37:18,8,2,3
13:37:19,8,6,41
13:37:20,8,9,38
13:37:21,9,7,3
13:37:22,809,37,25
13:37:23,8,48,5
13:37:24,7,3,26
13:37:25,8,3,4
13:37:26,797,3,4
13:37:27,9,5,6
13:37:28,9,26,28
13:37:29,8,21,2
13:37:30,8,40,5
13:37:31,7,1,14
13:37:32,9,7,9
13:37:33,8,9,1
13:37:34,9,6,42
13:37:35,8,6,2
13:37:36,9,9,12
13:37:37,8,21,182
13:37:38,7,3,12
13:37:39,7,14,12
13:37:40,7,9,11
13:37:41,9,16,1
13:37:42,8,6,2
13:37:43,7,15,3
13:37:44,9,34,44
13:37:45,8,4,39
13:37:46,9,41,5
13:37:47,8,5,5
13:37:48,9,3,21
13:37:49,830,6,4
13:37:50,8,6,19
13:37:51,751,4,4
13:37:52,7,3,18
13:37:53,9,21,5
13:37:54,8,4,2
13:37:55,9,7,9
13:37:56,8,8,5
13:37:57,7,5,36
13:37:58,8,18,23
13:37:59,8,2,5
13:38:00,7,5,3
13:38:01,7,9,2
13:38:02,9,5,26
13:38:03,9,1,8
13:38:04,9,9,2
13:38:05,8,9,41
13:38:06,9,7,3
13:38:07,7,23,3
13:38:08,8,5,5
13:38:09,7,18,8
13:38:10,9,3,15
13:38:11,8,5,7
13:38:12,8,8,2
13:38:13,8,9,30
13:38:14,9,22,6
13:38:15,9,37,2
13:38:16,8,6,12
13:38:17,8,9,16
13:38:18,9,7,32
13:38:19,9,6,22
13:38:20,9,2,14
13:38:21,9,9,45
13:38:22,9,6,5
13:38:23,9,5,41
13:38:24,7,7,29
13:38:25,8,30,4
13:38:26,9,4,19
13:38:27,7,8,41
13:38:28,8,48,2
13:38:29,8,1,13
13:38:30,766,1,4
13:38:31,7,40,11
13:38:32,9,6,18
13:38:33,7,17,5
13:38:34,9,5,5
13:38:35,8,6,5
13:38:36,8,3,5
13:38:37,8,6,4
13:38:38,7,44,35
13:38:39,9,9,19
13:38:40,9,8,24
13:38:41,7,9,15
13:38:42,8,2,18
13:38:43,8,5,2
13:38:44,9,7,4
13:38:45,7,4,40
13:38:46,9,20,26
